idx	boot_n	sample
533	16	MMRF_2273_1_BM_CD138pos_pair
187	16	MMRF_1596_1_BM_CD138pos_pair
574	16	MMRF_2364_1_BM_CD138pos_pair
215	16	MMRF_1642_1_BM_CD138pos_pair
374	16	MMRF_1930_1_BM_CD138pos_pair
783	16	MMRF_2752_1_BM_CD138pos_pair
177	16	MMRF_1576_1_BM_CD138pos_pair
457	16	MMRF_2125_1_BM_CD138pos_pair
87	16	MMRF_1344_1_BM_CD138pos_pair
748	16	MMRF_2701_1_BM_CD138pos_pair
510	16	MMRF_2230_1_BM_CD138pos_pair
650	16	MMRF_2506_1_BM_CD138pos_pair
350	16	MMRF_1876_1_BM_CD138pos_pair
799	16	MMRF_2770_1_BM_CD138pos_pair
37	16	MMRF_1169_1_BM_CD138pos_pair
152	16	MMRF_1522_1_BM_CD138pos_pair
183	16	MMRF_1588_1_BM_CD138pos_pair
161	16	MMRF_1539_1_BM_CD138pos_pair
684	16	MMRF_2577_1_BM_CD138pos_pair
631	16	MMRF_2475_1_BM_CD138pos_pair
119	16	MMRF_1432_1_BM_CD138pos_pair
618	16	MMRF_2455_1_BM_CD138pos_pair
91	16	MMRF_1354_1_BM_CD138pos_pair
191	16	MMRF_1602_1_BM_CD138pos_pair
387	16	MMRF_1972_1_BM_CD138pos_pair
286	16	MMRF_1773_1_BM_CD138pos_pair
810	16	MMRF_2789_1_BM_CD138pos_pair
660	16	MMRF_2524_1_BM_CD138pos_pair
445	16	MMRF_2101_1_BM_CD138pos_pair
222	16	MMRF_1650_1_BM_CD138pos_pair
307	16	MMRF_1802_1_BM_CD138pos_pair
367	16	MMRF_1917_1_BM_CD138pos_pair
213	16	MMRF_1640_1_BM_CD138pos_pair
683	16	MMRF_2574_1_BM_CD138pos_pair
115	16	MMRF_1424_1_BM_CD138pos_pair
415	16	MMRF_2038_1_BM_CD138pos_pair
331	16	MMRF_1841_1_BM_CD138pos_pair
769	16	MMRF_2731_1_BM_CD138pos_pair
833	16	MMRF_2829_1_BM_CD138pos_pair
838	16	MMRF_2834_1_BM_CD138pos_pair
238	16	MMRF_1678_1_BM_CD138pos_pair
300	16	MMRF_1792_1_BM_CD138pos_pair
450	16	MMRF_2112_1_BM_CD138pos_pair
435	16	MMRF_2082_1_BM_CD138pos_pair
128	16	MMRF_1451_1_BM_CD138pos_pair
278	16	MMRF_1759_1_BM_CD138pos_pair
220	16	MMRF_1647_1_BM_CD138pos_pair
611	16	MMRF_2440_1_BM_CD138pos_pair
88	16	MMRF_1348_1_BM_CD138pos_pair
841	16	MMRF_2838_1_BM_CD138pos_pair
158	16	MMRF_1535_1_BM_CD138pos_pair
419	16	MMRF_2047_1_BM_CD138pos_pair
115	16	MMRF_1424_1_BM_CD138pos_pair
583	16	MMRF_2380_1_BM_CD138pos_pair
230	16	MMRF_1665_1_BM_CD138pos_pair
130	16	MMRF_1454_1_BM_CD138pos_pair
455	16	MMRF_2119_1_BM_CD138pos_pair
89	16	MMRF_1349_1_BM_CD138pos_pair
658	16	MMRF_2522_1_BM_CD138pos_pair
109	16	MMRF_1395_1_BM_CD138pos_pair
381	16	MMRF_1960_1_BM_CD138pos_pair
375	16	MMRF_1931_1_BM_CD138pos_pair
395	16	MMRF_1991_1_BM_CD138pos_pair
395	16	MMRF_1991_1_BM_CD138pos_pair
618	16	MMRF_2455_1_BM_CD138pos_pair
738	16	MMRF_2681_1_BM_CD138pos_pair
827	16	MMRF_2821_1_BM_CD138pos_pair
434	16	MMRF_2081_1_BM_CD138pos_pair
675	16	MMRF_2560_1_BM_CD138pos_pair
301	16	MMRF_1793_1_BM_CD138pos_pair
545	16	MMRF_2300_1_BM_CD138pos_pair
843	16	MMRF_2840_1_BM_CD138pos_pair
783	16	MMRF_2752_1_BM_CD138pos_pair
214	16	MMRF_1641_1_BM_CD138pos_pair
565	16	MMRF_2333_1_BM_CD138pos_pair
548	16	MMRF_2305_1_BM_CD138pos_pair
614	16	MMRF_2445_1_BM_CD138pos_pair
539	16	MMRF_2289_1_BM_CD138pos_pair
161	16	MMRF_1539_1_BM_CD138pos_pair
29	16	MMRF_1108_1_BM_CD138pos_pair
672	16	MMRF_2549_1_BM_CD138pos_pair
285	16	MMRF_1772_1_BM_CD138pos_pair
515	16	MMRF_2238_1_BM_CD138pos_pair
274	16	MMRF_1750_1_BM_CD138pos_pair
467	16	MMRF_2144_1_BM_CD138pos_pair
345	16	MMRF_1862_1_BM_CD138pos_pair
273	16	MMRF_1746_1_BM_CD138pos_pair
461	16	MMRF_2132_1_BM_CD138pos_pair
811	16	MMRF_2792_1_BM_CD138pos_pair
439	16	MMRF_2090_1_BM_CD138pos_pair
436	16	MMRF_2083_1_BM_CD138pos_pair
528	16	MMRF_2268_1_BM_CD138pos_pair
86	16	MMRF_1342_1_BM_CD138pos_pair
754	16	MMRF_2707_1_BM_CD138pos_pair
581	16	MMRF_2378_1_BM_CD138pos_pair
545	16	MMRF_2300_1_BM_CD138pos_pair
580	16	MMRF_2377_1_BM_CD138pos_pair
230	16	MMRF_1665_1_BM_CD138pos_pair
31	16	MMRF_1148_1_BM_CD138pos_pair
296	16	MMRF_1785_1_BM_CD138pos_pair
116	16	MMRF_1425_1_BM_CD138pos_pair
14	16	MMRF_1055_1_BM_CD138pos_pair
679	16	MMRF_2568_1_BM_CD138pos_pair
361	16	MMRF_1900_1_BM_CD138pos_pair
746	16	MMRF_2698_1_BM_CD138pos_pair
668	16	MMRF_2543_1_BM_CD138pos_pair
598	16	MMRF_2412_1_BM_CD138pos_pair
67	16	MMRF_1293_1_BM_CD138pos_pair
665	16	MMRF_2538_1_BM_CD138pos_pair
454	16	MMRF_2118_1_BM_CD138pos_pair
706	16	MMRF_2621_1_BM_CD138pos_pair
830	16	MMRF_2826_1_BM_CD138pos_pair
288	16	MMRF_1775_1_BM_CD138pos_pair
789	16	MMRF_2758_1_BM_CD138pos_pair
559	16	MMRF_2326_1_BM_CD138pos_pair
731	16	MMRF_2669_1_BM_CD138pos_pair
536	16	MMRF_2284_1_BM_CD138pos_pair
847	16	MMRF_2853_1_BM_CD138pos_pair
214	16	MMRF_1641_1_BM_CD138pos_pair
42	16	MMRF_1185_1_BM_CD138pos_pair
99	16	MMRF_1371_1_BM_CD138pos_pair
352	16	MMRF_1880_1_BM_CD138pos_pair
216	16	MMRF_1643_1_BM_CD138pos_pair
275	16	MMRF_1753_1_BM_CD138pos_pair
293	16	MMRF_1782_1_BM_CD138pos_pair
154	16	MMRF_1525_1_BM_CD138pos_pair
259	16	MMRF_1721_1_BM_CD138pos_pair
223	16	MMRF_1651_1_BM_CD138pos_pair
622	16	MMRF_2459_1_BM_CD138pos_pair
562	16	MMRF_2329_1_BM_CD138pos_pair
320	16	MMRF_1824_1_BM_CD138pos_pair
486	16	MMRF_2187_1_BM_CD138pos_pair
706	16	MMRF_2621_1_BM_CD138pos_pair
414	16	MMRF_2026_1_BM_CD138pos_pair
574	16	MMRF_2364_1_BM_CD138pos_pair
298	16	MMRF_1787_1_BM_CD138pos_pair
636	16	MMRF_2485_1_BM_CD138pos_pair
569	16	MMRF_2341_1_BM_CD138pos_pair
368	16	MMRF_1918_1_BM_CD138pos_pair
326	16	MMRF_1834_1_BM_CD138pos_pair
447	16	MMRF_2106_1_BM_CD138pos_pair
570	16	MMRF_2344_1_BM_CD138pos_pair
465	16	MMRF_2141_1_BM_CD138pos_pair
170	16	MMRF_1564_1_BM_CD138pos_pair
623	16	MMRF_2461_1_BM_CD138pos_pair
629	16	MMRF_2472_1_BM_CD138pos_pair
575	16	MMRF_2365_1_BM_CD138pos_pair
113	16	MMRF_1413_1_BM_CD138pos_pair
318	16	MMRF_1822_1_BM_CD138pos_pair
191	16	MMRF_1602_1_BM_CD138pos_pair
47	16	MMRF_1210_1_BM_CD138pos_pair
434	16	MMRF_2081_1_BM_CD138pos_pair
207	16	MMRF_1629_1_BM_CD138pos_pair
70	16	MMRF_1307_1_BM_CD138pos_pair
505	16	MMRF_2223_1_BM_CD138pos_pair
609	16	MMRF_2437_1_BM_CD138pos_pair
586	16	MMRF_2386_1_BM_CD138pos_pair
378	16	MMRF_1940_1_BM_CD138pos_pair
31	16	MMRF_1148_1_BM_CD138pos_pair
773	16	MMRF_2737_1_BM_CD138pos_pair
403	16	MMRF_2001_1_BM_CD138pos_pair
803	16	MMRF_2776_1_BM_CD138pos_pair
68	16	MMRF_1300_1_BM_CD138pos_pair
794	16	MMRF_2764_1_BM_CD138pos_pair
834	16	MMRF_2830_1_BM_CD138pos_pair
418	16	MMRF_2043_1_BM_CD138pos_pair
684	16	MMRF_2577_1_BM_CD138pos_pair
220	16	MMRF_1647_1_BM_CD138pos_pair
411	16	MMRF_2017_1_BM_CD138pos_pair
583	16	MMRF_2380_1_BM_CD138pos_pair
7	16	MMRF_1033_1_BM_CD138pos_pair
822	16	MMRF_2816_1_BM_CD138pos_pair
282	16	MMRF_1766_1_BM_CD138pos_pair
358	16	MMRF_1891_1_BM_CD138pos_pair
92	16	MMRF_1355_1_BM_CD138pos_pair
726	16	MMRF_2660_1_BM_CD138pos_pair
828	16	MMRF_2822_1_BM_CD138pos_pair
472	16	MMRF_2153_1_BM_CD138pos_pair
157	16	MMRF_1534_1_BM_CD138pos_pair
314	16	MMRF_1816_1_BM_CD138pos_pair
619	16	MMRF_2456_1_BM_CD138pos_pair
453	16	MMRF_2116_1_BM_CD138pos_pair
22	16	MMRF_1086_1_BM_CD138pos_pair
343	16	MMRF_1860_1_BM_CD138pos_pair
686	16	MMRF_2580_1_BM_CD138pos_pair
642	16	MMRF_2493_1_BM_CD138pos_pair
198	16	MMRF_1614_1_BM_CD138pos_pair
31	16	MMRF_1148_1_BM_CD138pos_pair
505	16	MMRF_2223_1_BM_CD138pos_pair
534	16	MMRF_2279_1_BM_CD138pos_pair
139	16	MMRF_1486_1_BM_CD138pos_pair
768	16	MMRF_2730_1_BM_CD138pos_pair
292	16	MMRF_1781_1_BM_CD138pos_pair
340	16	MMRF_1856_1_BM_CD138pos_pair
51	16	MMRF_1250_1_BM_CD138pos_pair
607	16	MMRF_2433_1_BM_CD138pos_pair
221	16	MMRF_1648_1_BM_CD138pos_pair
801	16	MMRF_2774_1_BM_CD138pos_pair
14	16	MMRF_1055_1_BM_CD138pos_pair
566	16	MMRF_2335_1_BM_CD138pos_pair
315	16	MMRF_1817_1_BM_CD138pos_pair
437	16	MMRF_2087_1_BM_CD138pos_pair
393	16	MMRF_1986_1_BM_CD138pos_pair
185	16	MMRF_1593_1_BM_CD138pos_pair
177	16	MMRF_1576_1_BM_CD138pos_pair
368	16	MMRF_1918_1_BM_CD138pos_pair
746	16	MMRF_2698_1_BM_CD138pos_pair
311	16	MMRF_1810_1_BM_CD138pos_pair
419	16	MMRF_2047_1_BM_CD138pos_pair
461	16	MMRF_2132_1_BM_CD138pos_pair
684	16	MMRF_2577_1_BM_CD138pos_pair
261	16	MMRF_1723_1_BM_CD138pos_pair
629	16	MMRF_2472_1_BM_CD138pos_pair
377	16	MMRF_1935_1_BM_CD138pos_pair
843	16	MMRF_2840_1_BM_CD138pos_pair
720	16	MMRF_2650_1_BM_CD138pos_pair
453	16	MMRF_2116_1_BM_CD138pos_pair
180	16	MMRF_1580_1_BM_CD138pos_pair
47	16	MMRF_1210_1_BM_CD138pos_pair
419	16	MMRF_2047_1_BM_CD138pos_pair
236	16	MMRF_1676_1_BM_CD138pos_pair
82	16	MMRF_1331_1_BM_CD138pos_pair
238	16	MMRF_1678_1_BM_CD138pos_pair
367	16	MMRF_1917_1_BM_CD138pos_pair
48	16	MMRF_1216_1_BM_CD138pos_pair
539	16	MMRF_2289_1_BM_CD138pos_pair
38	16	MMRF_1171_1_BM_CD138pos_pair
197	16	MMRF_1613_1_BM_CD138pos_pair
763	16	MMRF_2722_1_BM_CD138pos_pair
830	16	MMRF_2826_1_BM_CD138pos_pair
481	16	MMRF_2180_1_BM_CD138pos_pair
513	16	MMRF_2236_1_BM_CD138pos_pair
273	16	MMRF_1746_1_BM_CD138pos_pair
429	16	MMRF_2068_1_BM_CD138pos_pair
553	16	MMRF_2313_1_BM_CD138pos_pair
452	16	MMRF_2115_1_BM_CD138pos_pair
733	16	MMRF_2676_1_BM_CD138pos_pair
70	16	MMRF_1307_1_BM_CD138pos_pair
383	16	MMRF_1965_1_BM_CD138pos_pair
279	16	MMRF_1760_1_BM_CD138pos_pair
278	16	MMRF_1759_1_BM_CD138pos_pair
372	16	MMRF_1928_1_BM_CD138pos_pair
315	16	MMRF_1817_1_BM_CD138pos_pair
121	16	MMRF_1434_1_BM_CD138pos_pair
315	16	MMRF_1817_1_BM_CD138pos_pair
721	16	MMRF_2651_1_BM_CD138pos_pair
762	16	MMRF_2721_1_BM_CD138pos_pair
12	16	MMRF_1049_1_BM_CD138pos_pair
749	16	MMRF_2702_1_BM_CD138pos_pair
171	16	MMRF_1565_1_BM_CD138pos_pair
719	16	MMRF_2647_1_BM_CD138pos_pair
597	16	MMRF_2411_1_BM_CD138pos_pair
23	16	MMRF_1089_1_BM_CD138pos_pair
842	16	MMRF_2839_1_BM_CD138pos_pair
653	16	MMRF_2514_1_BM_CD138pos_pair
623	16	MMRF_2461_1_BM_CD138pos_pair
92	16	MMRF_1355_1_BM_CD138pos_pair
554	16	MMRF_2314_1_BM_CD138pos_pair
580	16	MMRF_2377_1_BM_CD138pos_pair
721	16	MMRF_2651_1_BM_CD138pos_pair
830	16	MMRF_2826_1_BM_CD138pos_pair
683	16	MMRF_2574_1_BM_CD138pos_pair
591	16	MMRF_2400_1_BM_CD138pos_pair
235	16	MMRF_1674_1_BM_CD138pos_pair
55	16	MMRF_1261_1_BM_CD138pos_pair
89	16	MMRF_1349_1_BM_CD138pos_pair
374	16	MMRF_1930_1_BM_CD138pos_pair
660	16	MMRF_2524_1_BM_CD138pos_pair
671	16	MMRF_2548_1_BM_CD138pos_pair
413	16	MMRF_2024_1_BM_CD138pos_pair
512	16	MMRF_2232_1_BM_CD138pos_pair
757	16	MMRF_2714_1_BM_CD138pos_pair
76	16	MMRF_1320_1_BM_CD138pos_pair
607	16	MMRF_2433_1_BM_CD138pos_pair
204	16	MMRF_1625_1_BM_CD138pos_pair
131	16	MMRF_1460_1_BM_CD138pos_pair
112	16	MMRF_1408_1_BM_CD138pos_pair
109	16	MMRF_1395_1_BM_CD138pos_pair
134	16	MMRF_1466_1_BM_CD138pos_pair
782	16	MMRF_2751_1_BM_CD138pos_pair
594	16	MMRF_2407_1_BM_CD138pos_pair
265	16	MMRF_1730_1_BM_CD138pos_pair
725	16	MMRF_2659_1_BM_CD138pos_pair
401	16	MMRF_1999_1_BM_CD138pos_pair
77	16	MMRF_1323_1_BM_CD138pos_pair
579	16	MMRF_2373_1_BM_CD138pos_pair
765	16	MMRF_2727_1_BM_CD138pos_pair
272	16	MMRF_1744_1_BM_CD138pos_pair
68	16	MMRF_1300_1_BM_CD138pos_pair
54	16	MMRF_1260_1_BM_CD138pos_pair
666	16	MMRF_2539_1_BM_CD138pos_pair
521	16	MMRF_2251_1_BM_CD138pos_pair
448	16	MMRF_2107_1_BM_CD138pos_pair
321	16	MMRF_1825_1_BM_CD138pos_pair
351	16	MMRF_1879_1_BM_CD138pos_pair
655	16	MMRF_2517_1_BM_CD138pos_pair
41	16	MMRF_1180_1_BM_CD138pos_pair
244	16	MMRF_1690_1_BM_CD138pos_pair
3	16	MMRF_1029_1_BM_CD138pos_pair
281	16	MMRF_1763_1_BM_CD138pos_pair
157	16	MMRF_1534_1_BM_CD138pos_pair
571	16	MMRF_2352_1_BM_CD138pos_pair
534	16	MMRF_2279_1_BM_CD138pos_pair
556	16	MMRF_2317_1_BM_CD138pos_pair
289	16	MMRF_1777_1_BM_CD138pos_pair
672	16	MMRF_2549_1_BM_CD138pos_pair
752	16	MMRF_2705_1_BM_CD138pos_pair
799	16	MMRF_2770_1_BM_CD138pos_pair
361	16	MMRF_1900_1_BM_CD138pos_pair
616	16	MMRF_2449_1_BM_CD138pos_pair
155	16	MMRF_1531_1_BM_CD138pos_pair
604	16	MMRF_2427_1_BM_CD138pos_pair
469	16	MMRF_2150_1_BM_CD138pos_pair
583	16	MMRF_2380_1_BM_CD138pos_pair
6	16	MMRF_1032_1_BM_CD138pos_pair
299	16	MMRF_1790_1_BM_CD138pos_pair
736	16	MMRF_2679_1_BM_CD138pos_pair
187	16	MMRF_1596_1_BM_CD138pos_pair
547	16	MMRF_2302_1_BM_CD138pos_pair
300	16	MMRF_1792_1_BM_CD138pos_pair
783	16	MMRF_2752_1_BM_CD138pos_pair
487	16	MMRF_2190_1_BM_CD138pos_pair
306	16	MMRF_1801_1_BM_CD138pos_pair
166	16	MMRF_1547_1_BM_CD138pos_pair
607	16	MMRF_2433_1_BM_CD138pos_pair
67	16	MMRF_1293_1_BM_CD138pos_pair
234	16	MMRF_1672_1_BM_CD138pos_pair
195	16	MMRF_1608_1_BM_CD138pos_pair
175	16	MMRF_1573_1_BM_CD138pos_pair
378	16	MMRF_1940_1_BM_CD138pos_pair
374	16	MMRF_1930_1_BM_CD138pos_pair
793	16	MMRF_2763_1_BM_CD138pos_pair
269	16	MMRF_1738_1_BM_CD138pos_pair
60	16	MMRF_1274_1_BM_CD138pos_pair
433	16	MMRF_2080_1_BM_CD138pos_pair
481	16	MMRF_2180_1_BM_CD138pos_pair
763	16	MMRF_2722_1_BM_CD138pos_pair
491	16	MMRF_2198_1_BM_CD138pos_pair
736	16	MMRF_2679_1_BM_CD138pos_pair
214	16	MMRF_1641_1_BM_CD138pos_pair
680	16	MMRF_2570_1_BM_CD138pos_pair
47	16	MMRF_1210_1_BM_CD138pos_pair
772	16	MMRF_2734_1_BM_CD138pos_pair
330	16	MMRF_1839_1_BM_CD138pos_pair
469	16	MMRF_2150_1_BM_CD138pos_pair
288	16	MMRF_1775_1_BM_CD138pos_pair
282	16	MMRF_1766_1_BM_CD138pos_pair
408	16	MMRF_2012_1_BM_CD138pos_pair
749	16	MMRF_2702_1_BM_CD138pos_pair
608	16	MMRF_2436_1_BM_CD138pos_pair
688	16	MMRF_2583_1_BM_CD138pos_pair
117	16	MMRF_1426_1_BM_CD138pos_pair
328	16	MMRF_1837_1_BM_CD138pos_pair
168	16	MMRF_1555_1_BM_CD138pos_pair
507	16	MMRF_2225_1_BM_CD138pos_pair
453	16	MMRF_2116_1_BM_CD138pos_pair
600	16	MMRF_2419_1_BM_CD138pos_pair
702	16	MMRF_2606_1_BM_CD138pos_pair
361	16	MMRF_1900_1_BM_CD138pos_pair
692	16	MMRF_2592_1_BM_CD138pos_pair
255	16	MMRF_1716_1_BM_CD138pos_pair
794	16	MMRF_2764_1_BM_CD138pos_pair
383	16	MMRF_1965_1_BM_CD138pos_pair
539	16	MMRF_2289_1_BM_CD138pos_pair
337	16	MMRF_1851_1_BM_CD138pos_pair
743	16	MMRF_2694_1_BM_CD138pos_pair
818	16	MMRF_2807_1_BM_CD138pos_pair
27	16	MMRF_1100_1_BM_CD138pos_pair
612	16	MMRF_2442_1_BM_CD138pos_pair
702	16	MMRF_2606_1_BM_CD138pos_pair
33	16	MMRF_1153_1_BM_CD138pos_pair
832	16	MMRF_2828_1_BM_CD138pos_pair
415	16	MMRF_2038_1_BM_CD138pos_pair
825	16	MMRF_2819_1_BM_CD138pos_pair
285	16	MMRF_1772_1_BM_CD138pos_pair
48	16	MMRF_1216_1_BM_CD138pos_pair
1	16	MMRF_1016_1_BM_CD138pos_pair
370	16	MMRF_1922_1_BM_CD138pos_pair
339	16	MMRF_1855_1_BM_CD138pos_pair
824	16	MMRF_2818_1_BM_CD138pos_pair
134	16	MMRF_1466_1_BM_CD138pos_pair
544	16	MMRF_2297_1_BM_CD138pos_pair
218	16	MMRF_1645_1_BM_CD138pos_pair
751	16	MMRF_2704_1_BM_CD138pos_pair
472	16	MMRF_2153_1_BM_CD138pos_pair
527	16	MMRF_2267_1_BM_CD138pos_pair
814	16	MMRF_2795_1_BM_CD138pos_pair
324	16	MMRF_1832_1_BM_CD138pos_pair
411	16	MMRF_2017_1_BM_CD138pos_pair
350	16	MMRF_1876_1_BM_CD138pos_pair
107	16	MMRF_1392_1_BM_CD138pos_pair
57	16	MMRF_1267_1_BM_CD138pos_pair
290	16	MMRF_1778_1_BM_CD138pos_pair
146	16	MMRF_1506_1_BM_CD138pos_pair
730	16	MMRF_2667_1_BM_CD138pos_pair
67	16	MMRF_1293_1_BM_CD138pos_pair
603	16	MMRF_2426_1_BM_CD138pos_pair
585	16	MMRF_2384_1_BM_CD138pos_pair
359	16	MMRF_1893_1_BM_CD138pos_pair
717	16	MMRF_2643_1_BM_CD138pos_pair
188	16	MMRF_1597_1_BM_CD138pos_pair
486	16	MMRF_2187_1_BM_CD138pos_pair
415	16	MMRF_2038_1_BM_CD138pos_pair
498	16	MMRF_2209_1_BM_CD138pos_pair
664	16	MMRF_2535_1_BM_CD138pos_pair
760	16	MMRF_2718_1_BM_CD138pos_pair
411	16	MMRF_2017_1_BM_CD138pos_pair
840	16	MMRF_2836_1_BM_CD138pos_pair
774	16	MMRF_2738_1_BM_CD138pos_pair
713	16	MMRF_2638_1_BM_CD138pos_pair
762	16	MMRF_2721_1_BM_CD138pos_pair
805	16	MMRF_2779_1_BM_CD138pos_pair
370	16	MMRF_1922_1_BM_CD138pos_pair
308	16	MMRF_1803_1_BM_CD138pos_pair
6	16	MMRF_1032_1_BM_CD138pos_pair
777	16	MMRF_2742_1_BM_CD138pos_pair
122	16	MMRF_1436_1_BM_CD138pos_pair
70	16	MMRF_1307_1_BM_CD138pos_pair
846	16	MMRF_2851_1_BM_CD138pos_pair
161	16	MMRF_1539_1_BM_CD138pos_pair
110	16	MMRF_1401_1_BM_CD138pos_pair
16	16	MMRF_1068_1_BM_CD138pos_pair
764	16	MMRF_2723_1_BM_CD138pos_pair
606	16	MMRF_2429_1_BM_CD138pos_pair
555	16	MMRF_2316_1_BM_CD138pos_pair
264	16	MMRF_1727_1_BM_CD138pos_pair
474	16	MMRF_2167_1_BM_CD138pos_pair
293	16	MMRF_1782_1_BM_CD138pos_pair
8	16	MMRF_1037_1_BM_CD138pos_pair
313	16	MMRF_1815_1_BM_CD138pos_pair
111	16	MMRF_1403_1_BM_CD138pos_pair
710	16	MMRF_2634_1_BM_CD138pos_pair
792	16	MMRF_2762_1_BM_CD138pos_pair
429	16	MMRF_2068_1_BM_CD138pos_pair
137	16	MMRF_1484_1_BM_CD138pos_pair
522	16	MMRF_2253_1_BM_CD138pos_pair
613	16	MMRF_2444_1_BM_CD138pos_pair
297	16	MMRF_1786_1_BM_CD138pos_pair
324	16	MMRF_1832_1_BM_CD138pos_pair
85	16	MMRF_1339_1_BM_CD138pos_pair
65	16	MMRF_1286_1_BM_CD138pos_pair
538	16	MMRF_2288_1_BM_CD138pos_pair
140	16	MMRF_1489_1_BM_CD138pos_pair
118	16	MMRF_1431_1_BM_CD138pos_pair
114	16	MMRF_1423_1_BM_CD138pos_pair
484	16	MMRF_2185_1_BM_CD138pos_pair
585	16	MMRF_2384_1_BM_CD138pos_pair
365	16	MMRF_1915_1_BM_CD138pos_pair
839	16	MMRF_2835_1_BM_CD138pos_pair
501	16	MMRF_2214_1_BM_CD138pos_pair
462	16	MMRF_2137_1_BM_CD138pos_pair
612	16	MMRF_2442_1_BM_CD138pos_pair
398	16	MMRF_1995_1_BM_CD138pos_pair
757	16	MMRF_2714_1_BM_CD138pos_pair
584	16	MMRF_2383_1_BM_CD138pos_pair
554	16	MMRF_2314_1_BM_CD138pos_pair
801	16	MMRF_2774_1_BM_CD138pos_pair
391	16	MMRF_1982_1_BM_CD138pos_pair
549	16	MMRF_2306_1_BM_CD138pos_pair
740	16	MMRF_2688_1_BM_CD138pos_pair
329	16	MMRF_1838_1_BM_CD138pos_pair
470	16	MMRF_2151_1_BM_CD138pos_pair
130	16	MMRF_1454_1_BM_CD138pos_pair
830	16	MMRF_2826_1_BM_CD138pos_pair
111	16	MMRF_1403_1_BM_CD138pos_pair
787	16	MMRF_2756_1_BM_CD138pos_pair
278	16	MMRF_1759_1_BM_CD138pos_pair
802	16	MMRF_2775_1_BM_CD138pos_pair
682	16	MMRF_2573_1_BM_CD138pos_pair
705	16	MMRF_2614_1_BM_CD138pos_pair
99	16	MMRF_1371_1_BM_CD138pos_pair
483	16	MMRF_2183_1_BM_CD138pos_pair
254	16	MMRF_1715_1_BM_CD138pos_pair
94	16	MMRF_1358_1_BM_CD138pos_pair
468	16	MMRF_2149_1_BM_CD138pos_pair
71	16	MMRF_1308_1_BM_CD138pos_pair
626	16	MMRF_2468_1_BM_CD138pos_pair
510	16	MMRF_2230_1_BM_CD138pos_pair
321	16	MMRF_1825_1_BM_CD138pos_pair
213	16	MMRF_1640_1_BM_CD138pos_pair
309	16	MMRF_1807_1_BM_CD138pos_pair
718	16	MMRF_2646_1_BM_CD138pos_pair
799	16	MMRF_2770_1_BM_CD138pos_pair
229	16	MMRF_1664_1_BM_CD138pos_pair
130	16	MMRF_1454_1_BM_CD138pos_pair
345	16	MMRF_1862_1_BM_CD138pos_pair
433	16	MMRF_2080_1_BM_CD138pos_pair
717	16	MMRF_2643_1_BM_CD138pos_pair
325	16	MMRF_1833_1_BM_CD138pos_pair
517	16	MMRF_2244_1_BM_CD138pos_pair
683	16	MMRF_2574_1_BM_CD138pos_pair
318	16	MMRF_1822_1_BM_CD138pos_pair
442	16	MMRF_2095_1_BM_CD138pos_pair
55	16	MMRF_1261_1_BM_CD138pos_pair
454	16	MMRF_2118_1_BM_CD138pos_pair
772	16	MMRF_2734_1_BM_CD138pos_pair
728	16	MMRF_2665_1_BM_CD138pos_pair
744	16	MMRF_2695_1_BM_CD138pos_pair
451	16	MMRF_2113_1_BM_CD138pos_pair
797	16	MMRF_2768_1_BM_CD138pos_pair
144	16	MMRF_1502_1_BM_CD138pos_pair
237	16	MMRF_1677_1_BM_CD138pos_pair
344	16	MMRF_1861_1_BM_CD138pos_pair
265	16	MMRF_1730_1_BM_CD138pos_pair
155	16	MMRF_1531_1_BM_CD138pos_pair
592	16	MMRF_2401_1_BM_CD138pos_pair
69	16	MMRF_1304_1_BM_CD138pos_pair
436	16	MMRF_2083_1_BM_CD138pos_pair
505	16	MMRF_2223_1_BM_CD138pos_pair
832	16	MMRF_2828_1_BM_CD138pos_pair
381	16	MMRF_1960_1_BM_CD138pos_pair
587	16	MMRF_2388_1_BM_CD138pos_pair
125	16	MMRF_1446_1_BM_CD138pos_pair
414	16	MMRF_2026_1_BM_CD138pos_pair
528	16	MMRF_2268_1_BM_CD138pos_pair
663	16	MMRF_2532_1_BM_CD138pos_pair
175	16	MMRF_1573_1_BM_CD138pos_pair
506	16	MMRF_2224_1_BM_CD138pos_pair
667	16	MMRF_2541_1_BM_CD138pos_pair
313	16	MMRF_1815_1_BM_CD138pos_pair
470	16	MMRF_2151_1_BM_CD138pos_pair
455	16	MMRF_2119_1_BM_CD138pos_pair
737	16	MMRF_2680_1_BM_CD138pos_pair
109	16	MMRF_1395_1_BM_CD138pos_pair
689	16	MMRF_2584_1_BM_CD138pos_pair
804	16	MMRF_2778_1_BM_CD138pos_pair
200	16	MMRF_1618_1_BM_CD138pos_pair
330	16	MMRF_1839_1_BM_CD138pos_pair
47	16	MMRF_1210_1_BM_CD138pos_pair
496	16	MMRF_2204_1_BM_CD138pos_pair
620	16	MMRF_2457_1_BM_CD138pos_pair
142	16	MMRF_1497_1_BM_CD138pos_pair
103	16	MMRF_1386_1_BM_CD138pos_pair
814	16	MMRF_2795_1_BM_CD138pos_pair
45	16	MMRF_1195_1_BM_CD138pos_pair
816	16	MMRF_2801_1_BM_CD138pos_pair
598	16	MMRF_2412_1_BM_CD138pos_pair
782	16	MMRF_2751_1_BM_CD138pos_pair
