sample	variable	value	purity	thresh	call	chrarm	CI95	HD_chr
SCI058	amp_chr_12q	0	0.84	0.05952380952380953	0	chr_12q	7e-4	no
SCI058	amp_chr_13q	0	0.84	0.05952380952380953	0	chr_13q	5e-4	no
SCI058	amp_chr_14q	0	0.84	0.05952380952380953	0	chr_14q	5e-4	no
SCI058	amp_chr_15q	0	0.84	0.05952380952380953	0	chr_15q	0.0011	yes
SCI058	amp_chr_16p	0.018	0.84	0.05952380952380953	0	chr_16p	0.0014	no
SCI058	amp_chr_16q	0.038	0.84	0.05952380952380953	0	chr_16q	0.0012	no
SCI058	amp_chr_17p	0	0.84	0.05952380952380953	0	chr_17p	0.0021	no
SCI058	amp_chr_17q	0	0.84	0.05952380952380953	0	chr_17q	0.0015	no
SCI058	amp_chr_18p	0	0.84	0.05952380952380953	0	chr_18p	9e-4	no
SCI058	amp_chr_18q	0	0.84	0.05952380952380953	0	chr_18q	9e-4	no
SCI058	amp_chr_19p	0.058	0.84	0.05952380952380953	0	chr_19p	0.0021	yes
SCI058	amp_chr_19q	0	0.84	0.05952380952380953	0	chr_19q	0.0012	yes
SCI058	amp_chr_20p	0	0.84	0.05952380952380953	0	chr_20p	0.0012	no
SCI058	amp_chr_20q	0.052	0.84	0.05952380952380953	0	chr_20q	0.0018	no
SCI058	amp_chr_21q	0	0.84	0.05952380952380953	0	chr_21q	8e-4	yes
SCI058	amp_chr_22q	0.041	0.84	0.05952380952380953	0	chr_22q	0.0022	no
SCI058	del_chr_1p_CDKN2C	0.016	0.84	0.05952380952380953	0	chr_1p_CDKN2C	9e-4	no
SCI058	del_chr_1p_EVI5	0.016	0.84	0.05952380952380953	0	chr_1p_EVI5	9e-4	no
SCI058	del_chr_1p_TENT5C	0.016	0.84	0.05952380952380953	0	chr_1p_TENT5C	9e-4	no
SCI058	del_chr_1q	0	0.84	0.05952380952380953	0	chr_1q	0.0014	no
SCI058	del_chr_2p	0	0.84	0.05952380952380953	0	chr_2p	0.0017	no
SCI058	del_chr_2q	0	0.84	0.05952380952380953	0	chr_2q	0.0012	no
SCI058	del_chr_3p	0.035	0.84	0.05952380952380953	0	chr_3p	8e-4	no
SCI058	del_chr_3q	0	0.84	0.05952380952380953	0	chr_3q	0.001	no
SCI058	del_chr_4p	0.033	0.84	0.05952380952380953	0	chr_4p	7e-4	no
SCI058	del_chr_4q	0	0.84	0.05952380952380953	0	chr_4q	6e-4	no
SCI058	del_chr_5p	0.031	0.84	0.05952380952380953	0	chr_5p	0.0014	no
SCI058	del_chr_5q	0.021	0.84	0.05952380952380953	0	chr_5q	7e-4	no
SCI058	del_chr_6p	0	0.84	0.05952380952380953	0	chr_6p	0.001	no
SCI058	del_chr_6q	0	0.84	0.05952380952380953	0	chr_6q	8e-4	no
SCI058	del_chr_7p	0	0.84	0.05952380952380953	0	chr_7p	0.0016	no
SCI058	del_chr_7q	0	0.84	0.05952380952380953	0	chr_7q	0.0018	no
SCI058	del_chr_8p	0.777	0.84	0.05952380952380953	1	chr_8p	0.0014	no
SCI058	del_chr_8q	0	0.84	0.05952380952380953	0	chr_8q	0.0019	no
SCI058	del_chr_9p	0.042	0.84	0.05952380952380953	0	chr_9p	0.0019	no
SCI058	del_chr_9q	0.019	0.84	0.05952380952380953	0	chr_9q	0.0026	no
SCI058	del_chr_10p	0.013	0.84	0.05952380952380953	0	chr_10p	0.0012	no
SCI058	del_chr_10q_NFKB2	0	0.84	0.05952380952380953	0	chr_10q_NFKB2	8e-4	no
SCI058	del_chr_11p	0.062	0.84	0.05952380952380953	1	chr_11p	7e-4	no
SCI058	del_chr_11q_BIRC2	0.055	0.84	0.05952380952380953	0	chr_11q_BIRC2	7e-4	no
SCI058	del_chr_12p	0.035	0.84	0.05952380952380953	0	chr_12p	7e-4	no
SCI058	del_chr_12q	0.035	0.84	0.05952380952380953	0	chr_12q	7e-4	no
SCI058	del_chr_13q_RB1	1	0.84	0.05952380952380953	1	chr_13q_RB1	5e-4	no
SCI058	del_chr_14q_MAX	0.996	0.84	0.05952380952380953	1	chr_14q_MAX	5e-4	no
SCI058	del_chr_14q_TRAF3	1	0.84	0.05952380952380953	1	chr_14q_TRAF3	0.0091	no
SCI058	del_chr_15q	0.045	0.84	0.05952380952380953	0	chr_15q	0.0011	no
SCI058	del_chr_16p	0	0.84	0.05952380952380953	0	chr_16p	0.0014	no
SCI058	del_chr_16q_CYLD	0	0.84	0.05952380952380953	0	chr_16q_CYLD	0.0012	no
SCI058	del_chr_17p_TP53	0.804	0.84	0.05952380952380953	1	chr_17p_TP53	0.0028	no
SCI058	del_chr_17q	0.008	0.84	0.05952380952380953	0	chr_17q	0.0015	no
SCI058	del_chr_18p	0.007	0.84	0.05952380952380953	0	chr_18p	9e-4	no
SCI058	del_chr_18q	0.007	0.84	0.05952380952380953	0	chr_18q	9e-4	no
SCI058	del_chr_19p	0	0.84	0.05952380952380953	0	chr_19p	0.0021	no
SCI058	del_chr_19q	0.034	0.84	0.05952380952380953	0	chr_19q	0.0012	no
SCI058	del_chr_20p	0.79	0.84	0.05952380952380953	1	chr_20p	0.0012	no
SCI058	del_chr_20q	0	0.84	0.05952380952380953	0	chr_20q	0.0018	no
SCI058	del_chr_21q	1	0.84	0.05952380952380953	1	chr_21q	8e-4	no
SCI058	del_chr_22q	0	0.84	0.05952380952380953	0	chr_22q	0.0022	no
SCI058	HyperDiploidy	0	0.84	0.05952380952380953	0	NA	0.00195	NA
SCI059	amp_chr_1p_NOTCH2	0	0.94	0.053191489361702135	0	chr_1p_NOTCH2	9e-4	no
SCI059	amp_chr_1q_CKS1B	0.025	0.94	0.053191489361702135	0	chr_1q_CKS1B	0.0019	no
SCI059	amp_chr_2p	0.023	0.94	0.053191489361702135	0	chr_2p	0.0015	no
SCI059	amp_chr_2q	0.011	0.94	0.053191489361702135	0	chr_2q	9e-4	no
SCI059	amp_chr_3p	-999	0.94	0.053191489361702135	-999	chr_3p	0.0019	yes
SCI059	amp_chr_3q	-999	0.94	0.053191489361702135	-999	chr_3q	0.001	yes
SCI059	amp_chr_4p	1	0.94	0.053191489361702135	1	chr_4p	0.0016	no
SCI059	amp_chr_4q	0.991	0.94	0.053191489361702135	1	chr_4q	0.0022	no
SCI059	amp_chr_5p	0	0.94	0.053191489361702135	0	chr_5p	0.0011	yes
SCI059	amp_chr_5q	0	0.94	0.053191489361702135	0	chr_5q	6e-4	yes
SCI059	amp_chr_6p	0.008	0.94	0.053191489361702135	0	chr_6p	0.001	no
SCI059	amp_chr_6q	0.021	0.94	0.053191489361702135	0	chr_6q	7e-4	no
SCI059	amp_chr_7p	0	0.94	0.053191489361702135	0	chr_7p	0.0026	yes
SCI059	amp_chr_7q	-999	0.94	0.053191489361702135	-999	chr_7q	0.001	yes
SCI059	amp_chr_8p	0.046	0.94	0.053191489361702135	0	chr_8p	0.0025	no
SCI059	amp_chr_8q_MYC	0	0.94	0.053191489361702135	0	chr_8q_MYC	6e-4	no
SCI059	amp_chr_8q_MYC_enhancer	0	0.94	0.053191489361702135	0	chr_8q_MYC_enhancer	6e-4	no
SCI059	amp_chr_9p	0	0.94	0.053191489361702135	0	chr_9p	0.0028	yes
SCI059	amp_chr_9q	-999	0.94	0.053191489361702135	-999	chr_9q	0.0064	yes
SCI059	amp_chr_10p	0.034	0.94	0.053191489361702135	0	chr_10p	6e-4	no
SCI059	amp_chr_10q	0.034	0.94	0.053191489361702135	0	chr_10q	6e-4	no
SCI059	amp_chr_11p	0	0.94	0.053191489361702135	0	chr_11p	7e-4	yes
SCI059	amp_chr_11q_CCND1	0	0.94	0.053191489361702135	0	chr_11q_CCND1	7e-4	yes
SCI059	amp_chr_12p	0.011	0.94	0.053191489361702135	0	chr_12p	7e-4	no
SCI059	amp_chr_12q	0.078	0.94	0.053191489361702135	1	chr_12q	0.0021	no
SCI059	amp_chr_13q	0	0.94	0.053191489361702135	0	chr_13q	8e-4	no
SCI059	amp_chr_14q	0	0.94	0.053191489361702135	0	chr_14q	0.0012	no
SCI059	amp_chr_15q	0	0.94	0.053191489361702135	0	chr_15q	0.001	yes
SCI059	amp_chr_16p	0.083	0.94	0.053191489361702135	1	chr_16p	0.0013	no
SCI059	amp_chr_16q	0	0.94	0.053191489361702135	0	chr_16q	0.0013	no
SCI059	amp_chr_17p	0.077	0.94	0.053191489361702135	1	chr_17p	0.0011	no
SCI059	amp_chr_17q	0.077	0.94	0.053191489361702135	1	chr_17q	0.0011	no
SCI059	amp_chr_18p	0.033	0.94	0.053191489361702135	0	chr_18p	8e-4	no
SCI059	amp_chr_18q	0.033	0.94	0.053191489361702135	0	chr_18q	8e-4	no
SCI059	amp_chr_19p	0.03	0.94	0.053191489361702135	0	chr_19p	0.002	yes
SCI059	amp_chr_19q	0.016	0.94	0.053191489361702135	0	chr_19q	0.0022	yes
SCI059	amp_chr_20p	0.017	0.94	0.053191489361702135	0	chr_20p	0.0014	no
SCI059	amp_chr_20q	0	0.94	0.053191489361702135	0	chr_20q	0.0015	no
SCI059	amp_chr_21q	0	0.94	0.053191489361702135	0	chr_21q	0.0013	yes
SCI059	amp_chr_22q	0.085	0.94	0.053191489361702135	1	chr_22q	0.0017	no
SCI059	del_chr_1p_CDKN2C	0.387	0.94	0.053191489361702135	1	chr_1p_CDKN2C	0.0089	no
SCI059	del_chr_1p_EVI5	0.022	0.94	0.053191489361702135	0	chr_1p_EVI5	9e-4	no
SCI059	del_chr_1p_TENT5C	0.022	0.94	0.053191489361702135	0	chr_1p_TENT5C	9e-4	no
SCI059	del_chr_1q	0	0.94	0.053191489361702135	0	chr_1q	0.0011	no
SCI059	del_chr_2p	0	0.94	0.053191489361702135	0	chr_2p	0.0015	no
SCI059	del_chr_2q	0	0.94	0.053191489361702135	0	chr_2q	9e-4	no
SCI059	del_chr_3p	0	0.94	0.053191489361702135	0	chr_3p	0.0019	no
SCI059	del_chr_3q	0	0.94	0.053191489361702135	0	chr_3q	0.001	no
SCI059	del_chr_4p	0	0.94	0.053191489361702135	0	chr_4p	0.0016	no
SCI059	del_chr_4q	0	0.94	0.053191489361702135	0	chr_4q	0.0022	no
SCI059	del_chr_5p	0.04	0.94	0.053191489361702135	0	chr_5p	0.0011	no
SCI059	del_chr_5q	0.018	0.94	0.053191489361702135	0	chr_5q	6e-4	no
SCI059	del_chr_6p	0	0.94	0.053191489361702135	0	chr_6p	0.001	no
SCI059	del_chr_6q	0	0.94	0.053191489361702135	0	chr_6q	7e-4	no
SCI059	del_chr_7p	0.309	0.94	0.053191489361702135	1	chr_7p	0.0026	no
SCI059	del_chr_7q	0	0.94	0.053191489361702135	0	chr_7q	0.001	no
SCI059	del_chr_8p	0	0.94	0.053191489361702135	0	chr_8p	0.0025	no
SCI059	del_chr_8q	0	0.94	0.053191489361702135	0	chr_8q	6e-4	no
SCI059	del_chr_9p	0.035	0.94	0.053191489361702135	0	chr_9p	0.0028	no
SCI059	del_chr_9q	0	0.94	0.053191489361702135	0	chr_9q	0.0064	no
SCI059	del_chr_10p	0	0.94	0.053191489361702135	0	chr_10p	6e-4	no
SCI059	del_chr_10q_NFKB2	0	0.94	0.053191489361702135	0	chr_10q_NFKB2	6e-4	no
SCI059	del_chr_11p	0.05	0.94	0.053191489361702135	0	chr_11p	7e-4	no
SCI059	del_chr_11q_BIRC2	0.424	0.94	0.053191489361702135	1	chr_11q_BIRC2	0.0025	no
SCI059	del_chr_12p	0	0.94	0.053191489361702135	0	chr_12p	7e-4	no
SCI059	del_chr_12q	0	0.94	0.053191489361702135	0	chr_12q	0.0021	no
SCI059	del_chr_13q_RB1	1	0.94	0.053191489361702135	1	chr_13q_RB1	0.0026	no
SCI059	del_chr_14q_MAX	0.386	0.94	0.053191489361702135	1	chr_14q_MAX	0.001	no
SCI059	del_chr_14q_TRAF3	0.835	0.94	0.053191489361702135	1	chr_14q_TRAF3	0.0088	no
SCI059	del_chr_15q	0.003	0.94	0.053191489361702135	0	chr_15q	0.001	no
SCI059	del_chr_16p	0	0.94	0.053191489361702135	0	chr_16p	0.0013	no
SCI059	del_chr_16q_CYLD	0.969	0.94	0.053191489361702135	1	chr_16q_CYLD	0.0013	no
SCI059	del_chr_17p_TP53	0	0.94	0.053191489361702135	0	chr_17p_TP53	0.0011	no
SCI059	del_chr_17q	0	0.94	0.053191489361702135	0	chr_17q	0.0011	no
SCI059	del_chr_18p	0	0.94	0.053191489361702135	0	chr_18p	8e-4	no
SCI059	del_chr_18q	0	0.94	0.053191489361702135	0	chr_18q	8e-4	no
SCI059	del_chr_19p	0	0.94	0.053191489361702135	0	chr_19p	0.002	no
SCI059	del_chr_19q	0	0.94	0.053191489361702135	0	chr_19q	0.0022	no
SCI059	del_chr_20p	0	0.94	0.053191489361702135	0	chr_20p	0.0014	no
SCI059	del_chr_20q	0.579	0.94	0.053191489361702135	1	chr_20q	0.0015	no
SCI059	del_chr_21q	0.01	0.94	0.053191489361702135	0	chr_21q	0.0013	no
SCI059	del_chr_22q	0	0.94	0.053191489361702135	0	chr_22q	0.0017	no
SCI059	HyperDiploidy	0.517	0.94	0.053191489361702135	1	NA	0.00145	NA
SCI060	amp_chr_1p_NOTCH2	0.007	0.95	0.052631578947368425	0	chr_1p_NOTCH2	9e-4	no
SCI060	amp_chr_1q_CKS1B	0.001	0.95	0.052631578947368425	0	chr_1q_CKS1B	0.001	no
SCI060	amp_chr_2p	0	0.95	0.052631578947368425	0	chr_2p	0.0012	no
SCI060	amp_chr_2q	0	0.95	0.052631578947368425	0	chr_2q	8e-4	no
SCI060	amp_chr_3p	0	0.95	0.052631578947368425	0	chr_3p	7e-4	yes
SCI060	amp_chr_3q	0	0.95	0.052631578947368425	0	chr_3q	8e-4	yes
SCI060	amp_chr_4p	0.003	0.95	0.052631578947368425	0	chr_4p	0.0014	no
SCI060	amp_chr_4q	0	0.95	0.052631578947368425	0	chr_4q	9e-4	no
SCI060	amp_chr_5p	0	0.95	0.052631578947368425	0	chr_5p	0.0017	yes
SCI060	amp_chr_5q	0	0.95	0.052631578947368425	0	chr_5q	9e-4	yes
SCI060	amp_chr_6p	0	0.95	0.052631578947368425	0	chr_6p	8e-4	no
SCI060	amp_chr_6q	0	0.95	0.052631578947368425	0	chr_6q	8e-4	no
SCI060	amp_chr_7p	0	0.95	0.052631578947368425	0	chr_7p	0.0013	yes
SCI060	amp_chr_7q	0	0.95	0.052631578947368425	0	chr_7q	0.0018	yes
SCI060	amp_chr_8p	0	0.95	0.052631578947368425	0	chr_8p	8e-4	no
SCI060	amp_chr_8q_MYC	0	0.95	0.052631578947368425	0	chr_8q_MYC	8e-4	no
SCI060	amp_chr_8q_MYC_enhancer	0	0.95	0.052631578947368425	0	chr_8q_MYC_enhancer	8e-4	no
SCI060	amp_chr_9p	0	0.95	0.052631578947368425	0	chr_9p	9e-4	yes
SCI060	amp_chr_9q	0	0.95	0.052631578947368425	0	chr_9q	9e-4	yes
SCI060	amp_chr_10p	0	0.95	0.052631578947368425	0	chr_10p	8e-4	no
SCI060	amp_chr_10q	0	0.95	0.052631578947368425	0	chr_10q	8e-4	no
SCI060	amp_chr_11p	0.012	0.95	0.052631578947368425	0	chr_11p	8e-4	yes
SCI060	amp_chr_11q_CCND1	0.013	0.95	0.052631578947368425	0	chr_11q_CCND1	8e-4	yes
SCI060	amp_chr_12p	0	0.95	0.052631578947368425	0	chr_12p	8e-4	no
SCI060	amp_chr_12q	0	0.95	0.052631578947368425	0	chr_12q	8e-4	no
SCI060	amp_chr_13q	0	0.95	0.052631578947368425	0	chr_13q	0.001	no
SCI060	amp_chr_14q	0	0.95	0.052631578947368425	0	chr_14q	0.0013	no
SCI060	amp_chr_15q	0	0.95	0.052631578947368425	0	chr_15q	0.0014	yes
SCI060	amp_chr_16p	0.015	0.95	0.052631578947368425	0	chr_16p	0.0031	no
SCI060	amp_chr_16q	0.001	0.95	0.052631578947368425	0	chr_16q	0.0014	no
SCI060	amp_chr_17p	0.003	0.95	0.052631578947368425	0	chr_17p	0.0011	no
SCI060	amp_chr_17q	0.003	0.95	0.052631578947368425	0	chr_17q	0.0011	no
SCI060	amp_chr_18p	0	0.95	0.052631578947368425	0	chr_18p	0.0011	no
SCI060	amp_chr_18q	0	0.95	0.052631578947368425	0	chr_18q	0.0011	no
SCI060	amp_chr_19p	0	0.95	0.052631578947368425	0	chr_19p	0.002	yes
SCI060	amp_chr_19q	0	0.95	0.052631578947368425	0	chr_19q	0.0023	yes
SCI060	amp_chr_20p	0.002	0.95	0.052631578947368425	0	chr_20p	0.0018	no
SCI060	amp_chr_20q	0.011	0.95	0.052631578947368425	0	chr_20q	0.0019	no
SCI060	amp_chr_21q	0	0.95	0.052631578947368425	0	chr_21q	0.0026	yes
SCI060	amp_chr_22q	0.024	0.95	0.052631578947368425	0	chr_22q	0.0028	no
SCI060	del_chr_1p_CDKN2C	0	0.95	0.052631578947368425	0	chr_1p_CDKN2C	9e-4	no
SCI060	del_chr_1p_EVI5	0	0.95	0.052631578947368425	0	chr_1p_EVI5	9e-4	no
SCI060	del_chr_1p_TENT5C	0	0.95	0.052631578947368425	0	chr_1p_TENT5C	9e-4	no
SCI060	del_chr_1q	0	0.95	0.052631578947368425	0	chr_1q	0.0392	no
SCI060	del_chr_2p	0	0.95	0.052631578947368425	0	chr_2p	0.0012	no
SCI060	del_chr_2q	0.002	0.95	0.052631578947368425	0	chr_2q	8e-4	no
SCI060	del_chr_3p	0.006	0.95	0.052631578947368425	0	chr_3p	7e-4	no
SCI060	del_chr_3q	0.005	0.95	0.052631578947368425	0	chr_3q	8e-4	no
SCI060	del_chr_4p	0	0.95	0.052631578947368425	0	chr_4p	0.0014	no
SCI060	del_chr_4q	0.006	0.95	0.052631578947368425	0	chr_4q	9e-4	no
SCI060	del_chr_5p	0.014	0.95	0.052631578947368425	0	chr_5p	0.0017	no
SCI060	del_chr_5q	0.004	0.95	0.052631578947368425	0	chr_5q	9e-4	no
SCI060	del_chr_6p	0	0.95	0.052631578947368425	0	chr_6p	8e-4	no
SCI060	del_chr_6q	0	0.95	0.052631578947368425	0	chr_6q	8e-4	no
SCI060	del_chr_7p	0.004	0.95	0.052631578947368425	0	chr_7p	0.0013	no
SCI060	del_chr_7q	0.006	0.95	0.052631578947368425	0	chr_7q	0.0018	no
SCI060	del_chr_8p	0.001	0.95	0.052631578947368425	0	chr_8p	8e-4	no
SCI060	del_chr_8q	0.001	0.95	0.052631578947368425	0	chr_8q	8e-4	no
SCI060	del_chr_9p	0.003	0.95	0.052631578947368425	0	chr_9p	9e-4	no
SCI060	del_chr_9q	0.003	0.95	0.052631578947368425	0	chr_9q	9e-4	no
SCI060	del_chr_10p	0.003	0.95	0.052631578947368425	0	chr_10p	8e-4	no
SCI060	del_chr_10q_NFKB2	0.002	0.95	0.052631578947368425	0	chr_10q_NFKB2	8e-4	no
SCI060	del_chr_11p	0	0.95	0.052631578947368425	0	chr_11p	8e-4	no
SCI060	del_chr_11q_BIRC2	0	0.95	0.052631578947368425	0	chr_11q_BIRC2	8e-4	no
SCI060	del_chr_12p	0	0.95	0.052631578947368425	0	chr_12p	8e-4	no
SCI060	del_chr_12q	0	0.95	0.052631578947368425	0	chr_12q	8e-4	no
SCI060	del_chr_13q_RB1	0.018	0.95	0.052631578947368425	0	chr_13q_RB1	0.001	no
SCI060	del_chr_14q_MAX	0	0.95	0.052631578947368425	0	chr_14q_MAX	0.001	no
SCI060	del_chr_14q_TRAF3	0	0.95	0.052631578947368425	0	chr_14q_TRAF3	0.001	no
SCI060	del_chr_15q	0.009	0.95	0.052631578947368425	0	chr_15q	0.0014	no
SCI060	del_chr_16p	0	0.95	0.052631578947368425	0	chr_16p	0.0031	no
SCI060	del_chr_16q_CYLD	0	0.95	0.052631578947368425	0	chr_16q_CYLD	0.0014	no
SCI060	del_chr_17p_TP53	0	0.95	0.052631578947368425	0	chr_17p_TP53	0.0011	no
SCI060	del_chr_17q	0	0.95	0.052631578947368425	0	chr_17q	0.0011	no
SCI060	del_chr_18p	0.011	0.95	0.052631578947368425	0	chr_18p	0.0011	no
SCI060	del_chr_18q	0.011	0.95	0.052631578947368425	0	chr_18q	0.0011	no
SCI060	del_chr_19p	0.013	0.95	0.052631578947368425	0	chr_19p	0.002	no
SCI060	del_chr_19q	0.026	0.95	0.052631578947368425	0	chr_19q	0.0023	no
SCI060	del_chr_20p	0	0.95	0.052631578947368425	0	chr_20p	0.0018	no
SCI060	del_chr_20q	0	0.95	0.052631578947368425	0	chr_20q	0.0019	no
SCI060	del_chr_21q	0.015	0.95	0.052631578947368425	0	chr_21q	0.0026	no
SCI060	del_chr_22q	0	0.95	0.052631578947368425	0	chr_22q	0.0028	no
SCI060	HyperDiploidy	0	0.95	0.052631578947368425	0	NA	0.00145	NA
SCI061	amp_chr_1p_NOTCH2	0	0.46	0.10869565217391304	0	chr_1p_NOTCH2	5e-4	no
SCI061	amp_chr_1q_CKS1B	0	0.46	0.10869565217391304	0	chr_1q_CKS1B	0.002	no
SCI061	amp_chr_2p	0	0.46	0.10869565217391304	0	chr_2p	6e-4	no
SCI061	amp_chr_2q	0.004	0.46	0.10869565217391304	0	chr_2q	5e-4	no
SCI061	amp_chr_3p	0	0.46	0.10869565217391304	0	chr_3p	6e-4	yes
SCI061	amp_chr_3q	0	0.46	0.10869565217391304	0	chr_3q	9e-4	yes
SCI061	amp_chr_4p	0	0.46	0.10869565217391304	0	chr_4p	4e-4	no
SCI061	amp_chr_4q	0	0.46	0.10869565217391304	0	chr_4q	4e-4	no
SCI061	amp_chr_5p	0	0.46	0.10869565217391304	0	chr_5p	0.001	yes
SCI061	amp_chr_5q	0	0.46	0.10869565217391304	0	chr_5q	8e-4	yes
SCI061	amp_chr_6p	0.009	0.46	0.10869565217391304	0	chr_6p	5e-4	no
SCI061	amp_chr_6q	0.014	0.46	0.10869565217391304	0	chr_6q	6e-4	no
SCI061	amp_chr_7p	0	0.46	0.10869565217391304	0	chr_7p	5e-4	yes
SCI061	amp_chr_7q	0	0.46	0.10869565217391304	0	chr_7q	5e-4	yes
SCI061	amp_chr_8p	0.001	0.46	0.10869565217391304	0	chr_8p	5e-4	no
SCI061	amp_chr_8q_MYC	0.002	0.46	0.10869565217391304	0	chr_8q_MYC	5e-4	no
SCI061	amp_chr_8q_MYC_enhancer	0.002	0.46	0.10869565217391304	0	chr_8q_MYC_enhancer	5e-4	no
SCI061	amp_chr_9p	0	0.46	0.10869565217391304	0	chr_9p	0.0015	yes
SCI061	amp_chr_9q	0	0.46	0.10869565217391304	0	chr_9q	7e-4	yes
SCI061	amp_chr_10p	0.003	0.46	0.10869565217391304	0	chr_10p	5e-4	no
SCI061	amp_chr_10q	0.003	0.46	0.10869565217391304	0	chr_10q	5e-4	no
SCI061	amp_chr_11p	0	0.46	0.10869565217391304	0	chr_11p	7e-4	yes
SCI061	amp_chr_11q_CCND1	0.974	0.46	0.10869565217391304	1	chr_11q_CCND1	9e-4	yes
SCI061	amp_chr_12p	0.033	0.46	0.10869565217391304	0	chr_12p	0.0011	no
SCI061	amp_chr_12q	0	0.46	0.10869565217391304	0	chr_12q	5e-4	no
SCI061	amp_chr_13q	0	0.46	0.10869565217391304	0	chr_13q	6e-4	no
SCI061	amp_chr_14q	0	0.46	0.10869565217391304	0	chr_14q	8e-4	no
SCI061	amp_chr_15q	0	0.46	0.10869565217391304	0	chr_15q	8e-4	yes
SCI061	amp_chr_16p	0.008	0.46	0.10869565217391304	0	chr_16p	0.0015	no
SCI061	amp_chr_16q	0.012	0.46	0.10869565217391304	0	chr_16q	0.0014	no
SCI061	amp_chr_17p	0	0.46	0.10869565217391304	0	chr_17p	6e-4	no
SCI061	amp_chr_17q	0	0.46	0.10869565217391304	0	chr_17q	6e-4	no
SCI061	amp_chr_18p	0.012	0.46	0.10869565217391304	0	chr_18p	7e-4	no
SCI061	amp_chr_18q	0.012	0.46	0.10869565217391304	0	chr_18q	7e-4	no
SCI061	amp_chr_19p	0	0.46	0.10869565217391304	0	chr_19p	0.0012	yes
SCI061	amp_chr_19q	0	0.46	0.10869565217391304	0	chr_19q	0.0013	yes
SCI061	amp_chr_20p	0	0.46	0.10869565217391304	0	chr_20p	7e-4	no
SCI061	amp_chr_20q	0	0.46	0.10869565217391304	0	chr_20q	7e-4	no
SCI061	amp_chr_21q	0.004	0.46	0.10869565217391304	0	chr_21q	0.001	yes
SCI061	amp_chr_22q	0.01	0.46	0.10869565217391304	0	chr_22q	0.0018	no
SCI061	del_chr_1p_CDKN2C	0.014	0.46	0.10869565217391304	0	chr_1p_CDKN2C	5e-4	no
SCI061	del_chr_1p_EVI5	0.014	0.46	0.10869565217391304	0	chr_1p_EVI5	5e-4	no
SCI061	del_chr_1p_TENT5C	0.014	0.46	0.10869565217391304	0	chr_1p_TENT5C	5e-4	no
SCI061	del_chr_1q	0.002	0.46	0.10869565217391304	0	chr_1q	0.001	no
SCI061	del_chr_2p	0.001	0.46	0.10869565217391304	0	chr_2p	6e-4	no
SCI061	del_chr_2q	0	0.46	0.10869565217391304	0	chr_2q	5e-4	no
SCI061	del_chr_3p	0.019	0.46	0.10869565217391304	0	chr_3p	6e-4	no
SCI061	del_chr_3q	0.007	0.46	0.10869565217391304	0	chr_3q	9e-4	no
SCI061	del_chr_4p	0.001	0.46	0.10869565217391304	0	chr_4p	4e-4	no
SCI061	del_chr_4q	0.001	0.46	0.10869565217391304	0	chr_4q	4e-4	no
SCI061	del_chr_5p	0.041	0.46	0.10869565217391304	0	chr_5p	0.001	no
SCI061	del_chr_5q	0	0.46	0.10869565217391304	0	chr_5q	8e-4	no
SCI061	del_chr_6p	0	0.46	0.10869565217391304	0	chr_6p	5e-4	no
SCI061	del_chr_6q	0	0.46	0.10869565217391304	0	chr_6q	6e-4	no
SCI061	del_chr_7p	0.018	0.46	0.10869565217391304	0	chr_7p	5e-4	no
SCI061	del_chr_7q	0.018	0.46	0.10869565217391304	0	chr_7q	5e-4	no
SCI061	del_chr_8p	0	0.46	0.10869565217391304	0	chr_8p	5e-4	no
SCI061	del_chr_8q	0	0.46	0.10869565217391304	0	chr_8q	5e-4	no
SCI061	del_chr_9p	0.019	0.46	0.10869565217391304	0	chr_9p	0.0015	no
SCI061	del_chr_9q	0.018	0.46	0.10869565217391304	0	chr_9q	7e-4	no
SCI061	del_chr_10p	0	0.46	0.10869565217391304	0	chr_10p	5e-4	no
SCI061	del_chr_10q_NFKB2	0	0.46	0.10869565217391304	0	chr_10q_NFKB2	5e-4	no
SCI061	del_chr_11p	0.044	0.46	0.10869565217391304	0	chr_11p	7e-4	no
SCI061	del_chr_11q_BIRC2	0	0.46	0.10869565217391304	0	chr_11q_BIRC2	9e-4	no
SCI061	del_chr_12p	0	0.46	0.10869565217391304	0	chr_12p	0.0011	no
SCI061	del_chr_12q	0.001	0.46	0.10869565217391304	0	chr_12q	5e-4	no
SCI061	del_chr_13q_RB1	0.004	0.46	0.10869565217391304	0	chr_13q_RB1	6e-4	no
SCI061	del_chr_14q_MAX	0	0.46	0.10869565217391304	0	chr_14q_MAX	6e-4	no
SCI061	del_chr_14q_TRAF3	0	0.46	0.10869565217391304	0	chr_14q_TRAF3	6e-4	no
SCI061	del_chr_15q	0.04	0.46	0.10869565217391304	0	chr_15q	8e-4	no
SCI061	del_chr_16p	0	0.46	0.10869565217391304	0	chr_16p	0.0015	no
SCI061	del_chr_16q_CYLD	0	0.46	0.10869565217391304	0	chr_16q_CYLD	0.0012	no
SCI061	del_chr_17p_TP53	0.012	0.46	0.10869565217391304	0	chr_17p_TP53	6e-4	no
SCI061	del_chr_17q	0.014	0.46	0.10869565217391304	0	chr_17q	6e-4	no
SCI061	del_chr_18p	0	0.46	0.10869565217391304	0	chr_18p	7e-4	no
