sample	amp_chr_1p	amp_chr_1q_MCL1	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q_TERC	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC_amp	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p_BCMA	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q_SP140	del_chr_3p	del_chr_3q_BCL6	del_chr_4p_NSD2	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q_MYC_del	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q	del_chr_14q_MAX	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q_XBP1
SCI059	0.078	0.043	0.027	0.011	0.986	0.941	1	0.991	0	0	0.008	0.021	0	0.093	0.046	0.019	0	0.079	0.034	0.034	0	0	0.011	0.078	0	0	0	0.083	0	0.077	0.077	0.033	0.033	0.03	0.016	0.017	0	0	0.085	0.369	0.004	0.004	0	0	0	0	0	0	0	0.04	0.018	0	0	0.309	0	0	0	0.035	0	0	0	0.05	0.405	0	0	1	0.367	0.003	0	0.95	0	0	0	0	0	0	0	0.407	0.01	0
SCI061	0	0	0	0.004	0	1	0	0	0	0	0.009	0.014	0	0	0.001	0.001	0	0	0.003	0.003	0	0.973	0.033	0	0	0.003	0	0.009	0.012	0	0	0.012	0.012	0	0	0	0	0.004	0.01	0.015	0.015	0.015	0.002	0.001	0	0.019	0.011	0.001	0.001	0.041	0	0	0	0.018	0.018	0	0	0.019	0.018	0	0	0.044	0	0	0.001	0.006	0	0.04	0	0	0.014	0.014	0	0	0.022	0.012	0.007	0.007	0	0.016
SCI062	0.014	0.014	0.01	0.006	0.006	0.009	0	0	0	0	0.002	0.002	0	0.001	0	0	0	0	0.021	0.021	0.121	0.123	0	0	0	0.111	0.115	0.015	0	0.019	0.019	0.004	0.004	0.005	0.003	0.014	0.014	0.02	0.035	0	0	0	0	0	0	0	0	0	0.003	0.007	0.01	0	0	0	0	0	0	0.003	0.008	0	0	0	0	0.01	0.01	0.003	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0
SCI063	0	0	0	0	1	0.991	0.927	0.927	0	0	1	1	0.041	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.312	0	0	0.943	0.953	1	1	0	0.004	0	0.007	0.021	0.021	0.021	0.021	0.076	0.089	0	0	0	0	0.165	0.071	0	0	0	0	0.091	0.092	0	0	0.062	0.057	0.081	0.121	0.141	0.141	0.154	0.072	0.037	0	0	0.018	0.015	0	0	0	0	0.028	0	0.043	0
SCI064	0	0.948	0	0	0	0	0	0	0	0	0.002	0.003	0	0	0.004	0.003	0.848	0.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.001	0.009	0.008	0	0	0.006	0	0.027	0.027	0.027	0	0.013	0.001	0.022	0.022	0.03	0.03	0.032	0.01	0	0	0.002	0.002	0	0	0	0	0.006	0.006	0.042	0.042	0.01	0.012	0.027	1	0.021	0.018	0.171	0.018	0.017	0	0	0	0	0.024	0.024	0	0.012
SCI065	0.014	0.021	0.013	0.013	0	0	0.011	0.011	0.005	0.003	0.015	0.014	0.003	0.003	0.014	0.014	0	0.017	0.025	0.021	0	0.996	0.003	0.003	0.005	0.013	0.004	0.035	0.031	0.02	0.02	0.008	0.008	0.009	0.004	0.017	0.02	0.014	0.017	0	0	0	0	0	0	0.002	0.004	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI066	0.072	0.203	0.044	0.048	0.02	0.02	0.004	0.026	0.026	0.023	0.054	0.038	0.053	0.053	0.082	0.043	0.073	0.131	0.053	0.053	0.017	0.017	0	0	0	0.09	0.166	0.082	0	0.102	0.102	0	0	0	0.008	0.058	0.072	0.064	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0.037	0.999	0	0	0	0.054	0	0	0.025	0.016	0.05	0	0	0	0	0
SCI067	0	0.821	0.003	0.018	0	0	0	0	0	0	0.009	0.009	0	0	0.015	0.017	0.007	0.896	0.026	0.02	0	0	0	0	0	0	0	0.022	0.027	0	0	0	0	0.683	0	0.011	0.011	0	0	0.006	0.006	0.006	0	0	0	0.162	0.016	0.023	0.027	0.083	0.007	0	0	0.01	0.012	0	0	0	0	0	0	0.052	0.052	0.066	0.066	0.944	0.886	0.04	0	0	0.006	0.015	0.054	0.054	0	0.081	0	0	0.022	0.003
SCI068	0	0.92	0	0	0.963	0.932	1	0.986	0	0	0	0	0	0	0	0	0	0	0	0	0.925	0.925	0.001	0.001	0	0.001	0	0.032	0.028	0	0	0.011	0.011	0.029	0.019	0	0	0	0	0.018	0.018	0.018	0.015	0.029	0.034	0	0	0	0	0.095	0.05	0.03	0.029	0.048	0.048	0.017	0.028	0.083	0.039	0.016	0.063	0	0	0	0	0.042	0.012	0.005	0	0	0.042	0.005	0	0	0	0	0.008	0.008	0.039	0.919
SCI069	0	0.015	0.009	0.017	0	0	0.001	0.013	0	0.017	0.012	0.014	0.018	0.018	0	0	0.013	0.024	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.004	0.004	0.009	0.006	0	0	0.746	0	0	0	0.006	0.006	0	0	0.012	0	0	0	0	0	0.005	0.005	0	0	0	0	0.005	0.005	0.001	0.001	0.002	0.974	0	0.001	0.001	0.002	0.002	0.014	0.018	0.019	0.016	0	0	0	0
SCI070	0.042	0.967	1	1	0.878	0.879	0.019	0	0.947	0.947	1	0.183	0.931	0.821	0.03	0.031	0.918	0.965	0	0	0.804	0.804	0.744	0.663	0.261	0	0.844	0.094	0.094	1	0.997	0.789	0.789	1	1	0	0.032	0.949	1	0	0	0	0	0	0	0	0	0	0.754	0	0	0	0	0	0	0	0	0	0	0.973	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0
SCI071	0	0	0.012	0.004	0	0	0.016	0.016	0.003	0.003	0.008	0.008	0	0	0.016	0.008	0.019	0.072	0.025	0.025	0.002	0.002	0	0	0.042	0.009	0	0.01	0	0.023	0.018	0.01	0.01	0	0	0.007	0.007	0.02	0.002	0	0.218	0.218	0.009	0	0	0	0	0	0	0	0	0	0	0.001	0.1	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0.003	0	0.221	0	0	0	0	0.004	0.007	0	0	0	0
SCI072	0	0	0	0	0.962	0.933	0	0	0.993	0.993	0	0	0.99	1	0	0	1	1	0	0	0.853	0.853	0	0	0	0	0	0.044	0.044	1	1	0.043	0.037	0.888	0.959	0	0	0	0	0.1	0.1	0.1	0.131	0.042	0.06	0	0	0.066	0.066	0	0	0.052	0.052	0	0	0.054	0.054	0	0	0.027	0.02	0	0	0.046	0.06	0.048	0.02	0.163	0	0	0	0	0	0	0	0	0.068	0.068	0.092	0.054
SCI073	0	0	0	0	0.955	1	0.023	0.023	0	0.083	0	0	1	1	0.015	0.015	0.068	0.037	0.019	0.038	0.958	0.971	0	0	0	0	0.96	0.007	0	0.041	0.041	0	0	1	0.824	0	0	0	0	0.018	0.018	0.018	0.018	0.001	0.001	0	0	0	0	0.042	0	0.059	1	0	0	0	0	0	0	0	0	0	0	0.054	0.054	0.024	0	0	0.008	0.021	0	0	0.052	0.052	0	0	0.026	0.026	0.051	0.001
SCI074	0.038	0.038	0.04	0.018	0.035	0.005	0	0	0	0.015	0.026	0.026	0.014	0.014	0.025	0.025	0.055	0.042	0.045	0.045	0.025	0.025	0.017	0.017	0	0.009	0.022	0.074	0.075	0.071	0.071	0.025	0.004	0	0	0.066	0.066	0	0.037	0	0	0	0	0	0	0	0	0.025	0.025	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0.006	0.006	0	0	0.002	0
SCI075	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0.062	0.061	0	0	0.987	0.035	0.09	1	1	0.094	0.094	0.994	0.994	0	0.021	1	0	0.011	0.011	0.011	0.011	0.006	0.006	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0.006	0	0.082	0.082	0	0	1	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0.008
SCI076	0	0.015	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0	0	0	0	0	0.053	0.003	0.005	0	0	0	0	0	0.014	0.014	0.014	0	0.006	0.006	0.003	0.003	0.039	0.003	0.019	0.005	0	0	0.01	0.01	0.007	0.007	0.027	0.027	0.006	0.019	0.02	0.02	0	0	0.007	0.025	0.055	0.039	0.039	0.024	0.023	0	0	0	0.012	0.031	0.028	0.01	0.037
SCI077	0.01	0.02	0.027	0.027	0	0	0.018	0.06	0.063	0.063	0.052	0.05	0.007	0.008	0.035	0.035	1	0.995	0.031	0.046	0	0	0	0	0	0.032	0.993	0	0.044	0.014	0.016	0.887	0.899	0.73	0.73	0	0	0.051	0	0	0	0	0	0	0	0.009	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0.023	0.161	0.161	0.996	0	0	0.001	0	0	0	0	0	0	0	1	1	0	0.006
SCI078	0	0.017	0.046	0.022	0	0	0.004	0.004	0	0	0	0	0.001	0	0.025	0.025	0.001	0.003	0	0.027	0	0	0	0	0	0.027	0	0.065	0.092	0	1	0.001	0.001	0	0	0.018	0.018	0	0	0	0	0	0	0	0	0.091	0.043	0	0	0.046	0.001	0	0.968	0	0.007	0	0	0	0	0.857	0	0.031	0.922	0.009	0.018	1	0	0.035	0	0	0.87	0	0	0	0.058	0.058	0	0	0.047	0.99
SCI079	0	0.004	0.023	0.013	0	0	0	0.002	0	0	0.032	0.032	0.004	0.004	0	0.009	0.645	0.684	0.012	0.012	0	0	0	0	0	0	0	0.015	0.023	0.005	0	0.005	0.005	0	0	0	0	0.009	0	0.014	0.014	0.014	0	0	0	0.043	0.034	0.018	0	0.049	0.011	0	0	0	0	0.018	0	0	0	0	0	0.063	0.063	0.022	0.022	0.99	0.974	0.032	0	0	0	0.013	0	0	0.068	0.077	0.01	0.01	0	0.007
SCI080	0	0.124	0.035	0	0.222	0	0	0	0	0.046	0.071	0	0	0	0.208	0.081	0.625	0.584	0.099	0.066	0	0.033	0.006	0	0	0	0	0.339	0.297	0.108	0.233	0.514	0.514	0	0	0.096	0	0.929	0.137	0	1	0.983	0	0	0.015	0	0.075	0.059	0.266	0.378	0	0	0.714	0.298	0.005	0	0	0	0	0	0	0.053	0	0	0.201	0.322	0.138	0.031	0	0	0	0	0	0	0.116	0.131	0	0.306	0	0
SCI081	0	0	0	0	0	0.521	0	0	0	0	0	0	0	0	0	0.065	0	0	0	0	0.764	0.798	0	0	0	0	0	0.149	0.109	0	0	0	0	0	0	0.001	0.007	0	0.026	0	0.173	0.173	0.095	0.056	0.114	0.045	0	0.178	0.357	0.457	0.105	0.229	0.229	0.211	0.211	0.163	0	0.239	0.312	0.016	0.219	0	0	0.075	0.522	0.447	0.118	0.202	0	0	0.057	0.017	0.038	0.256	0.074	0.178	0	0	0.283	0
SCI082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.025	0.027	0	0	0	0	0	0	0	0	0	0	0.036	0.036	0.036	0.036	0.034	0.05	0.072	0.086	0.113	0.143	0.198	0.04	0.03	0.04	0.07	0.07	0.047	0.047	0.074	0	0.019	0.019	0.098	0.091	0.005	0.001	0.954	0.036	0.072	0	0	0.023	0.023	0.035	0.035	0.146	0.165	0.011	0.042	0.134	0.866
SCI083	0.045	0.045	0.031	0.003	0	0	0.889	1	0	0	0.046	0.047	0	0	0	0	1	1	0	0	1	0.97	0.07	0.069	0	0.032	0.018	0	0	0.062	0.052	0.036	0.037	0	0	0	0	0	0.055	0	0	0	0	0	0.014	0.095	0.06	0	0	0.353	0.021	0	0	0.02	0.04	0.039	0.039	0	0	0.009	0.013	0	0	0	0	0.098	0	0	0.028	0.028	0	0	0	0	0.048	0.108	0.017	0.017	0.026	0
SCI084	0.016	0.015	0.02	0.02	0	0	0.023	0.024	0.004	0.004	0.03	0.031	0	0	0.036	0.032	0.998	1	0.036	0.039	0	0	0	0	0.031	0	0.001	0.053	0	0.013	0.013	0	0	0.826	0.852	0.021	0.021	0.021	0.01	0	0	0	0	0	0	0.012	0.018	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.038	0.038	0.069	0.069	0	0.991	0	0	0.891	0	0	0.034	0.034	0	0	0	0	0	0
pM11003	0	1	0.027	0.022	0	0.007	0.033	0.059	1	1	1	0	0.978	0.978	0.033	0.046	1	1	0.078	0.039	0	0	0	0	0	0.1	0.943	0	0.083	0	0	0.462	0.954	0.702	0.702	0	0	1	0	0.013	0.013	0.745	0	0	0	0.012	0.268	0	0	0	0	0	0.373	0	0	0	0	0	0	0	0	0.052	0.052	0.07	0.063	0.213	0	0	0.02	0	0.031	0.031	0	0	0	0	0.001	0.001	0	0.044
SCI085	0	0.962	0	0.001	0	0	0	0	0	0	0	0	0	0	0.009	0.005	0.021	0.022	0.006	0.013	0.111	0	0	0	0	0	0	0.012	0.014	0.008	0.008	0	0	0	0	0	0.007	0.005	0	0.316	0.316	0.316	0	0.003	0	0.009	0.015	0.033	0.006	0.01	0.007	0	0	0.121	0	0	0	0	0	0	0	0	0.017	0.029	0.034	0.025	0.994	0.011	0	0	0	0	0.014	0.014	0.008	0.014	0.233	0	0	0
SCI087	0	0.014	0	0	0	0	0	0	0	0	0.001	0.001	0	0	0	0	0	0	0.004	0.004	0	0.899	0	0	0	0	0	0.007	0.008	0.015	0	0.003	0.003	0	0	0.005	0.005	0	0	0.002	0.002	0.002	0.854	0.004	0.325	0.025	0.025	0.009	0.012	0.024	0	0	0	0.015	0.015	0	0	0.02	0.009	0	0	0.036	0	0.007	0.007	0.007	0	0.034	0	0	0	0	0	0	0.028	0.019	0	0	0.014	0
SCI088	0.01	0.949	0.005	0.013	0.929	0.929	1	1	0	0	0.022	0.02	0	0	0.011	0.011	0	0	0.017	0.016	0.894	0.894	0.026	0.026	0	0.038	0	0.064	0.064	0.053	0.015	0.069	0.069	0.022	0.013	0	0.03	0	0.064	0	0	0	0	0	0	0	0	0	0	0.047	0.022	0	0	0.017	0.018	0	0	0.033	0.001	0	0	0	0	0	0	0.995	0	0.03	0	0	0	0	0	0	0	0	0.007	0	0.009	0.058
SCI089	0	0	0.012	0.036	0.957	0.957	0.026	0.063	0	0	0.064	0.063	0.996	0.986	0.057	0.055	1	1	0.023	0.021	0.853	0.853	0	0	0	0.058	1	0	0.059	0	0	0.065	0.065	0.779	0.787	0	0	1	0	0.009	0.009	0.009	0.009	0	0	0	0	0	0	0.026	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.027	0.065	0	0	0	0	0.018	0.018	0	0.058
SCI090	0.022	0.941	0	0	0	0	0	0.006	0	0	0.002	0.002	0.006	0.006	0	0	0	0	0.004	0	0.003	0	0.001	0.004	0	0	0.001	0.015	0	0.01	0.007	0.001	0	0.038	0.032	0	0	0.012	0.012	0	0	0	0	0.002	0.004	0.004	0.004	0	0	0	0	0	0	0	0	0.001	0.001	0	0	0	0.006	0	0.002	0	0	0.063	0.971	0	0	0.013	0	0	0	0.007	0	0	0.004	0.004	0	0
SCI091	0	0	0.025	0.025	0.992	1	0.013	0.053	0.89	1	0.036	0	0.037	0.039	0.045	0.045	0.967	0.953	0.019	0.032	0.859	0.961	0.002	0.002	0.045	0.136	0.968	0.001	0.098	0	0	0.067	0.067	0.792	0.81	0	0	0.122	0	0.017	0.342	0.051	0.018	0	0	0	0	0	0	0	0	0	0.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.029	0	0	0	0	0.01	0.01	0	0.021
SCI093	0	1	0.023	0.022	0.491	0	0	0.034	0.969	0.969	0.022	0.022	0	0.002	0	0.034	0.988	0.963	0.005	0.021	0	0	0	0	0	0.025	0	0	0.039	0	0.727	0.029	0	0.78	0.82	0.009	0	0.022	0	0.005	0.005	0.005	0	0	0	0	0.012	0.063	0	0	0	0	0	0.912	0	0.181	0	0	0	0	0	0.05	0.05	0.028	0.027	0.974	0	0.046	0.02	0	0.021	0	0	0.043	0	0	0	0.018	0	0.023
pM4175	0.006	0.013	0.008	0.015	0.021	0.031	0.022	0.022	0.016	0.02	0.014	0.014	0	0	0.012	0.012	0.013	0.013	0.008	0.006	0.012	0.012	0.75	0.76	0.013	0.008	0.007	0	0	0	0	0.773	0.761	0.675	0.672	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0.023	0.023	0	0	0	0	0.007	0.007	0	0.024
SCI094	0	0.274	0.012	0.008	0	0	0.006	0.011	0	0	0	0.033	0.01	0.004	0.019	0.019	0.002	0.057	0.022	0.021	0	0	0	0	0	0	0	0	0	0.06	0.036	0	0	0	0	0.023	0	0.02	0.056	0	0.758	0.169	0	0	0	0.035	0.035	0	0	0.016	0.01	0.002	0	0	0	0	0	0	0	0	0	0.042	0.045	0.023	0.035	1	1	0.022	0.979	0.557	0	0	0.014	0.014	0.007	0.045	0	0.695	0	0
SCI095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.012	0.232	0	0	0	0	0	0	0	0.036	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0.017	0.017	0.017	0.006	0.006	0.011	1	0.01	0.002	0.002	0.005	0.005	0.01	0.009	0.001	0	0.006	0.006	0	0	0.003	0.003	0.015	0.015	0.035	0.035	1	0.004	0.037	0.002	0.002	0	0.007	0.003	0.003	0.08	0.08	0.016	0.016	0.003	0.037
SCI096	0	0	0.008	0.025	0	0	0.021	0.057	0	0	0.076	0	0	0	0.031	0.031	0.843	0.822	0.011	0.019	0.794	0.794	0	0	0.034	0.556	1	0.029	0.029	0	0	0.528	0.526	0	0	0	0	0.006	0	0.014	0.014	0.014	0.014	0	0	0.051	0.034	0	0	0.013	0.013	0	0.945	0.027	0.027	0	0	0	0	0	0	0	0	0.027	0.034	0	0	0	0	0	0.029	0.036	0	0	0.131	0.136	0.016	0.029	0	0.04
SCI097	0	0	0.004	0.014	0.859	0.904	1	1	0.988	0.989	0.035	0.035	0.983	0.964	0.019	0.019	0.983	0.998	0.037	0.01	0.848	0.825	0.035	0.035	0.06	0.003	0.913	0.005	0.016	0.009	0	0.109	0.109	0.962	0.962	0.002	0.003	1	0.007	0.026	0.026	0.026	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0
SCI098	0.014	1	0.042	0.028	0	0	0	0.227	1	0.013	0.936	0	0	0	0.035	0.035	0	0	0.017	0.017	0	0	0	0	0	0	0	0.004	0.052	0	0	0	0	1	0	0.011	0	0	0	0	0	0	0	0	0	0.03	0.03	0.719	0	0	0	0	0.402	0.02	0.021	0	0	0.016	0.016	0	0	0.066	0.069	0.068	0.059	0.988	0	0.048	0	0	0.003	0.021	0.014	0.019	0	0.167	0	0.006	0.004	0.002
SCI099	0	0.026	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.003	0.009	0	0	0.014	0.014	0.014	0	0.01	0.021	0	0.018	0.041	0.041	0.041	0.021	0.047	0.047	0.028	0.028	0.02	0.02	0.024	0	0.008	0.008	0.001	0.001	0.036	0.036	0.052	0.012	0.004	0	0.002	0.002	0.01	0.034	0.034	0.036	0.036	0	0	0.032	0.01
SCI100	0	0.365	0.016	0.01	0	0	0	0.01	0.979	0.979	0.004	0.035	0.731	1	0.018	0.018	1	1	0.013	0.013	0	0	0	0	0	0.036	0	0.016	0	0	0	0.025	0.025	0.776	0.776	0.005	0.005	0	0	0.752	0.87	0.799	0	0	0	0.054	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0.032	0.066	0.066	1	0	0.068	0	0.974	0.036	0.036	0	0	0	0	0	0	0.025	0
SCI101	0.045	0.966	0.047	0.058	0.031	0.031	0.043	0.043	1	1	0.064	0.064	1	1	0.053	0.053	1	1	0.052	0.052	0	0	0	0	0	0.063	0.022	0.039	0.039	0.024	0.026	1	1	0.843	0.897	0.05	0.05	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0.113	1	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0
SCI102	0	0	0.011	0.012	0	0	0.014	0.014	0	0	0.019	0.019	0	0	0.016	0.016	0.001	0.01	0.014	0.014	0.855	0.855	0.008	0.006	0.009	0.015	0	0.005	0	0.009	0	0.03	0.029	0	0	0.001	0.001	0.023	0	0	0	0	0	0	0	0.021	0.021	0	0	0.004	0.003	0	0	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0.039	0	0.001	0	0	0.02	0.021	0	0	0	0.006
SCI103	0.007	0.356	0.046	0.046	0	0	0.065	0.091	0.016	0.017	0.068	0.075	0	0	0.054	0.056	1	0.975	0.008	0.032	0.877	0.887	0	0	0	0.039	0.914	0	0	0	0	0.917	0.917	0.657	0.652	0.002	0	1	0	0	0	0	0	0	0	0.024	0.013	0.019	0	0	0	0	0	0.005	0.009	0	0	0	0	0	0	0	0	0.111	0.111	0.948	0	0	0.398	0.589	0.032	0.046	0	0	0	0	0	0.006	0	0.038
SCI104	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.003	0.003	0.048	0.272	0	0	0	0.024	0.033	0.017	0	0.056	0.036	0	0	0	0	0.017	0.018	0	0.047	0	0	0	0	0.005	0.019	0.043	0.036	0.105	0.067	0.146	0.023	0.02	0.02	0.024	0.049	0.035	0.035	0.094	0	0	0	0	0	0.007	0.033	0.097	0	0	0	0.007	0	0	0.059	0.06	0.089	0.072	0	0	0.004	0
SCI105	0	0	0	0	0	0	0	0	1	1	0.011	0.011	0	0	0	0	1	1	0	0	0.964	0.964	0	0	0	0	1	0	0.057	0	0	0	0	0.929	0.956	0	0	1	0	0.039	0.039	0.039	0.05	0.025	0.008	0.033	0.033	0.01	0.01	0	0	0	0	0.099	0.099	0.023	0.023	0	0	0.034	0.006	0	0	0.072	0.072	0.017	0.009	0	0.059	0	0.092	0.092	0.049	0.046	0	0	0.054	0.045	0	0.068
SCI106	0.006	0	0	0.007	0	0	0	0	0.007	0.002	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0.022	0.025	0.008	0.008	0	0	0	0	0	0	0.006	0.007	0.039	0	0.001	0.001	0.001	0.001	0.003	0	0.005	0.005	0.006	0.003	0	0	0.011	0.011	0.017	0.018	0.005	0.005	0	0	0	0	0.015	0.015	0.013	0.035	0.932	0	0	0	0	0.01	0.01	0.015	0.015	0.085	0.085	0	0	0	0.004
SCI107	0.135	0.135	0.106	0.121	0.13	0.11	0.107	0.107	0.104	0.111	0.104	0.104	0.113	0.101	0.1	0.1	0.11	0.446	0.111	0.109	0.087	0.087	0.075	0.087	0	0.141	0.166	0.165	0.134	0.163	0.143	0.048	0.048	0.116	0.087	0.139	0.139	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539
SCI108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0.01	0	0.001	0	0	0	0	0	0	0.04	0.009	0.004	0.006	0.005	0	0	0	0	0	0.003	0	0.003	0.001	0.001	0.001	0.001	0.003	0.001	0.004	0.004	0.005	0.005	0.008	0.002	0.005	0.005	0.003	0.002	0	0.004	0.01	0	0.005	0	0.004	0.004	0.024	0.024	0.008	0	0	0	0	0	0	0.021	0.021	0.015	0.01	0.002	0	0	0
SCI109	0.763	0.934	1	1	0.876	1	0.897	1	1	1	0.972	0.199	1	1	0	0.052	1	1	0.077	0.077	0	1	0.045	0.045	0.046	0.046	1	0.914	0.205	1	1	1	1	1	1	0.024	0.03	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793	0	0	0	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI110	0.005	0	0.002	0	0	0	0.158	0.154	0	0	0.001	0	0	0	0	0	0	0.002	0.011	0.01	0.167	0.152	0	0	0	0	0.003	0.035	0.033	0.025	0.025	0	0	0.016	0.011	0.01	0.022	0.009	0	0.001	0.001	0.001	0.003	0	0.006	0.018	0.018	0	0	0.016	0.01	0	0.006	0.004	0.004	0.001	0.001	0.008	0	0	0	0	0	0.011	0.011	0.13	0	0	0	0	0	0	0.007	0.007	0	0	0	0	0	0.565
SCI111	0	0	0	0	0.943	0.926	1	1	0.905	1	0	0	0.992	1	0.014	0.014	1	1	0.009	0.005	1	1	0.05	0.061	0.018	1	0.934	0.035	0.169	0	0	0.101	0.098	1	1	0	0	1	0.004	0.02	0.02	0.02	0.039	0.014	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.037	0	0	0	0	0.021	0.007	0	0.002
SCI112	0	0	0.015	0.023	0.966	0.966	0.005	0.023	0.945	1	1	1	0.97	0.973	0.024	1	1	1	0.012	0.014	0.927	0.928	0.032	0.031	0	0.021	0.942	0.009	0.094	0.695	0.659	0.079	0.079	0.89	0.887	0.007	0	0.977	0	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0.006	0	0	0	0	0	0	0	0	0.014	0	0.028
SCI113	0.013	0.013	0.021	0.024	0	0	0.015	0.042	1	1	0	0	0.97	0.97	0.028	0.028	1	0.963	0.015	0.015	0	0	0	0	0	0.033	0.908	0	0	0	0	0.773	0.773	0.698	0.653	0	0	0	0	0	0	0	0	0	0	0.032	0.032	0.008	0	0	0	0.001	0.301	0	0	0	0	0	0	0	0	0.027	0.027	0.104	0.104	0.989	0	0	0.007	0.028	0.019	0.019	0	0	0	0	0.024	0.159	0.023	1
SCI114	0.029	0.041	0.003	0.003	0.001	0	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0.024	0.024	0	0	0	0	0	0.017	0.029	0	0	0.041	0.024	0	0	0.003	0	0.011	0.011	0	0.021	0	0	0	0	0	0.008	0	0.001	0.045	0.052	0.02	0.022	0.011	0.011	0.032	0.028	0.03	0.03	0	0	0	0	0.029	0.029	0.006	0.006	0.06	0	0	0	0.096	0	0	0.029	0.029	0	0.023	0	0	0.004	0
