ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SCI029	2.0103|0.003	2.0107|0.0025	1.9609|0.002	2.3458|0.0032	1.9557|0.0017	1.9557|0.0017	1.0129|0.0035	2.0059|0.0024	1.976|0.0028	2.0069|0.0055	1.1523|0.0028	2.0278|0.0036	2.0212|0.0022	1.9638|0.0022	1.9638|0.0022	1.942|0.0052	1.9404|0.0047	2.0159|0.0013	2.0159|0.0013	2.0094|0.0024	2.0094|0.0024	1.9927|0.0034	2.0063|0.0043	2.0279|0.0035	2.0066|0.0016	1.9877|0.0014	1.9873|0.0017	2.0082|0.0015	2.0078|0.0018	1.9889|0.0018	1.9886|0.0015	2.0047|0.0015	2.0047|0.0015	1.9954|0.0016	1.9954|0.0016	1.9915|0.0016	1.9915|0.0016	2.0843|0.0018	2.0843|0.0018	1.9877|0.0014	2.3458|0.0032	2.0159|0.0013	1.1523|0.0028	2.0159|0.0013	2.0119|0.0021	2.0159|0.0013	1.9915|0.0016	1.9915|0.0016	2.0082|0.0015	2.0066|0.0016	2.0159|0.0013	1.9877|0.0014	1.9833|0.0048	1.9973|0.0036
CTF001	1.9998|0.004	2.0043|0.0023	2.0178|0.0034	2.0016|0.0028	2.0018|0.0043	2.0044|0.0035	1.0216|0.0026	1.9189|0.0019	1.9907|0.0031	1.9876|0.0053	1.9797|0.0037	1.8718|0.0102	1.993|0.0035	2.0048|0.0045	2.0097|0.0023	2.0019|0.0045	2.0001|0.0031	1.9993|0.0021	2.8021|0.0091	1.9992|0.0028	1.9992|0.0023	2.0013|0.0031	1.207|0.0046	2.0047|0.003	1.9949|0.0015	1.9938|0.0013	1.9938|0.0013	1.9995|0.0025	1.9973|0.0026	2.0103|0.0025	2.0064|0.0024	1.9932|0.0035	1.9944|0.0027	2.0023|0.0014	2.0023|0.0014	2.0096|0.0038	2.0076|0.002	1.9983|0.0017	1.9987|0.0024	1.9938|0.0013	2.0004|0.0022	1.9927|0.0016	1.981|0.003	1.9927|0.0016	1.9189|0.0019	2.8546|0.0057	2.007|0.0018	2.007|0.0018	1.9995|0.0025	1.9948|0.0014	1.9927|0.0016	1.9938|0.0013	1.9761|0.005	1.207|0.0046
CTF002	1.9927|0.0031	2.0083|0.0021	2.0075|0.002	2.0085|0.0026	1.998|0.0017	1.998|0.0017	2.0113|0.002	2.011|0.0024	1.9659|0.0035	1.9963|0.006	2.0033|0.004	1.9962|0.0035	1.9942|0.0047	2.0091|0.005	2.0195|0.0026	2.0209|0.0059	2.0182|0.005	2.004|0.0023	2.0079|0.0026	2.0057|0.0025	2.0057|0.0025	2.0314|0.0034	1.9992|0.0058	1.9965|0.0023	2.0002|0.0019	1.9958|0.0014	1.9954|0.0017	2.0391|0.0024	2.0356|0.0019	2.0078|0.0015	2.008|0.0017	2.0048|0.0039	2.0126|0.0017	2.0035|0.0038	2.0059|0.0031	2.011|0.0016	2.011|0.0016	2.0022|0.0019	2.003|0.0023	1.9958|0.0014	2.0099|0.0033	2.0019|0.0019	2.0078|0.0034	2.0019|0.0019	2.0022|0.0021	2.007|0.0023	2.011|0.0016	2.011|0.0016	2.0391|0.0024	1.9995|0.0017	2.0019|0.0019	1.9958|0.0014	2.0002|0.0042	2.0088|0.0038
CTF003	2.0024|0.0046	2.006|0.0019	2.0032|0.0015	2.0032|0.0015	1.9935|0.0027	1.9922|0.0016	1.0202|0.0018	1.9919|0.0021	1.982|0.0033	1.9328|0.0048	1.0398|0.0026	2.0081|0.0066	1.9952|0.0042	1.963|0.0025	1.9736|0.003	2.0093|0.0024	2.0093|0.0024	1.9969|0.0027	2.022|0.0024	1.9924|0.0023	1.9924|0.0023	1.9893|0.0041	1.1288|0.0031	1.981|0.0015	1.9854|0.0017	1.9747|0.0013	1.9747|0.0015	1.9784|0.0018	1.9772|0.0013	1.9994|0.0013	1.9994|0.0013	1.9888|0.0037	1.9936|0.0022	2.0045|0.0022	1.9995|0.0019	1.9918|0.0015	1.9918|0.0015	1.9584|0.0016	1.9584|0.0016	1.9747|0.0013	2.0032|0.0015	1.9965|0.0018	1.0398|0.0026	1.9965|0.0018	1.9944|0.0019	2.0296|0.0018	1.9918|0.0015	1.9918|0.0015	2.0009|0.0124	1.9871|0.0017	1.9856|0.0057	1.9747|0.0013	1.978|0.0038	1.1288|0.0031
CTF004	1.9978|0.0034	2.0033|0.0038	2.0097|0.0036	3.2145|0.0026	2.0011|0.0019	2.0011|0.0019	1.8017|0.0022	2.6915|0.003	2.0159|0.0028	2.0037|0.0024	2.0037|0.0024	1.9958|0.005	1.9877|0.0041	2.0169|0.0025	2.0169|0.0025	2.8962|0.0029	2.8962|0.0029	1.9937|0.0014	1.9937|0.0014	2.0219|0.0028	2.0219|0.0028	1.9902|0.0037	1.994|0.0054	2.0068|0.0032	1.9943|0.0017	2.0125|0.0024	1.9963|0.0022	2.0047|0.003	2.0085|0.0026	2.0014|0.0045	1.998|0.0018	1.9883|0.0037	1.9723|0.0018	1.9981|0.003	1.9939|0.0022	2.0159|0.0027	2.0172|0.0018	2.0027|0.002	2.0021|0.0025	1.9954|0.0021	3.2145|0.0026	1.9937|0.0014	2.0037|0.0024	1.9937|0.0014	2.6889|0.0024	1.9937|0.0014	2.0172|0.0018	2.0172|0.0018	2.0048|0.003	1.9943|0.0017	1.9937|0.0014	1.9954|0.0021	2.0037|0.0024	1.9948|0.0042
CTF005	2.0318|0.0015	2.0318|0.0015	1.9749|0.0015	1.9749|0.0015	1.9587|0.0015	1.9587|0.0015	1.9948|0.0018	1.9984|0.0022	2.0173|0.0024	1.0446|0.0075	2.0546|0.0037	2.0196|0.002	2.0196|0.002	1.987|0.0029	1.9728|0.003	2.0581|0.0036	2.0605|0.0032	1.9808|0.0012	1.9808|0.0012	2.0224|0.0023	2.0224|0.0023	2.0054|0.0044	1.9816|0.0076	1.9822|0.0012	1.9902|0.0017	1.9821|0.0018	1.9432|0.0018	1.9844|0.0025	1.9097|0.0021	1.9457|0.0018	1.9453|0.0019	1.9631|0.0038	1.9044|0.0019	1.994|0.0014	1.994|0.0014	2.0026|0.0028	1.9783|0.0015	1.9765|0.0019	1.9926|0.0024	1.9432|0.0018	1.9749|0.0015	1.9808|0.0012	2.0508|0.0031	1.9808|0.0012	2.0043|0.0019	1.9808|0.0012	1.9783|0.0015	1.9783|0.0015	1.9852|0.0025	2.0115|0.0028	1.9808|0.0012	1.9432|0.0018	2.0493|0.0033	2.0065|0.0044
CTF010	1.9949|0.004	1.9934|0.0022	1.9921|0.0016	1.9921|0.0016	1.9968|0.0033	2.0001|0.0025	0.9924|0.0018	2.1333|0.0027	1.9807|0.0031	1.9858|0.0032	2.0091|0.0037	1.9771|0.0032	1.9818|0.0028	2.0005|0.0021	2.0005|0.0021	2.9782|0.0039	2.9706|0.0043	1.9895|0.0018	1.993|0.0012	1.9928|0.0023	1.9928|0.0023	2.9888|0.0031	1.9844|0.0032	1.9902|0.0019	1.9868|0.0015	1.9936|0.0013	1.9907|0.0018	1.9843|0.0031	1.9925|0.0015	3.0045|0.0013	3.0045|0.0013	3.0099|0.0032	3.011|0.0021	3.0069|0.0014	3.0069|0.0014	2.0082|0.0015	2.0082|0.0015	4.0034|0.0027	3.9931|0.0022	1.9797|0.005	1.9921|0.0016	1.993|0.0012	2.0089|0.0035	1.993|0.0012	3.0085|0.0026	1.993|0.0012	2.0082|0.0015	2.0082|0.0015	1.987|0.0097	1.9868|0.0015	1.993|0.0012	1.9936|0.0013	1.9838|0.0031	1.9844|0.0032
CTF011	2.0142|0.0047	2.0095|0.0047	2.2139|0.0026	2.2139|0.0026	2.0059|0.0048	2.0166|0.0027	0.404|0.0031	1.4283|0.0049	2.7813|0.0057	1.914|0.0072	1.9456|0.006	2.0284|0.0077	2.0626|0.0074	2.1461|0.0035	2.1461|0.0035	2.0385|0.0085	2.0246|0.0051	1.9934|0.0041	2.8329|0.0039	2.0028|0.0038	2.0028|0.0038	2.0118|0.0051	2.6041|0.013	1.9888|0.0022	1.9858|0.0029	2.0665|0.0021	2.0665|0.0021	2.0225|0.0042	2.0518|0.0025	2.1527|0.0043	2.1313|0.0025	2.2143|0.0058	0.961|0.006	2.1397|0.0039	2.1205|0.0031	2.0432|0.0025	2.0432|0.0025	2.1991|0.0047	2.1898|0.0045	2.0665|0.0021	2.2139|0.0026	2.0001|0.003	1.9528|0.005	2.0001|0.003	1.9987|0.0043	2.7949|0.0094	2.0432|0.0025	2.0432|0.0025	2.0225|0.0042	1.9819|0.0037	2.0001|0.003	2.0665|0.0021	1.929|0.0077	1.9575|0.0073
CTF023	2.0171|0.0039	2.0023|0.002	2.9927|0.0028	2.9927|0.0029	2.0087|0.0046	2.0133|0.0018	2.0395|0.0018	2.0119|0.0023	3.988|0.002	1.9975|0.0046	2.0027|0.0031	1.9957|0.0044	1.9974|0.0043	2.0169|0.002	2.0169|0.002	2.9679|0.0036	2.9546|0.0045	2.001|0.0029	2.0064|0.0044	1.9976|0.0023	1.9976|0.0023	2.9988|0.003	1.9713|0.0031	2.0125|0.0013	2.0126|0.0011	2.9993|0.0021	3.0024|0.002	1.9997|0.0025	2.0188|0.0015	3.0128|0.0013	3.0128|0.0013	2.0105|0.0044	2.0248|0.002	2.9951|0.003	3.0045|0.002	2.0196|0.0016	2.0157|0.002	3.0028|0.0027	2.9986|0.0021	3.0069|0.0027	2.9904|0.003	2.01|0.0017	2.003|0.0027	2.01|0.0017	2.0124|0.0019	2.0162|0.0018	2.009|0.009	2.009|0.009	1.9994|0.0025	2.0126|0.0011	2.01|0.0017	3.0069|0.0027	1.9882|0.0031	1.9713|0.0031
CTF024	2.0048|0.0039	2.0009|0.0024	1.9868|0.0015	1.9868|0.0015	1.9886|0.0015	1.9886|0.0015	1.019|0.0018	1.0017|0.0027	1.9952|0.0026	1.9969|0.0042	1.9706|0.0026	2.0107|0.0031	2.0026|0.0028	2.0047|0.002	2.0047|0.002	1.9792|0.0039	1.9888|0.0042	1.9883|0.0025	1.9868|0.0049	1.9991|0.0023	1.9991|0.0023	1.9909|0.003	2.0017|0.0044	1.9892|0.0019	1.9881|0.0012	1.9747|0.0024	1.9723|0.002	1.9813|0.0013	1.9812|0.0013	1.9893|0.0025	1.9812|0.0014	1.9907|0.0028	1.9827|0.0015	2|0.0033	1.9938|0.0021	1.9974|0.0015	1.9974|0.0015	1.979|0.0017	1.9801|0.0021	1.9734|0.0018	1.9868|0.0015	1.9865|0.0017	1.9706|0.0026	1.9865|0.0017	1.0017|0.0027	1.9875|0.0018	1.9974|0.0015	1.9974|0.0015	1.9813|0.0013	1.9881|0.0012	1.9865|0.0017	1.9734|0.0018	2.0012|0.0045	2.0022|0.0034
CTF025	2.0293|0.0051	2.0201|0.0029	2.0151|0.0015	2.0151|0.0015	2.0073|0.0035	2.007|0.0016	2.0361|0.0018	2.0182|0.003	3.0033|0.002	2.0199|0.0049	2.025|0.0035	2.0076|0.0044	1.9998|0.0038	2.0183|0.002	2.0183|0.002	2.9706|0.004	2.9882|0.0044	1.9687|0.0016	2.8449|0.0018	2.0229|0.0034	2.0172|0.0031	3.0184|0.0031	2.0102|0.0045	2.0134|0.0024	2.0072|0.0012	2.9516|0.003	2.9483|0.0023	1.9672|0.0013	1.9672|0.0013	3.0202|0.0043	3.0077|0.0021	2.2761|0.0031	1.7493|0.0039	2.9931|0.0029	2.9922|0.0028	2.0169|0.0024	2.0184|0.0021	2.9636|0.0027	2.9701|0.0041	2.9479|0.0018	2.0151|0.0015	1.9687|0.0016	2.0269|0.0029	1.9687|0.0016	2.0155|0.0022	2.8449|0.0018	2.016|0.0016	2.016|0.0016	1.9672|0.0013	2.0072|0.0012	1.9687|0.0016	2.9479|0.0018	2.0056|0.0031	2.0119|0.004
CTF026	2.0629|0.0058	2.0487|0.0033	2.0156|0.0022	2.0195|0.0037	2.0202|0.0036	2.0041|0.0016	1.2759|0.0018	1.9955|0.0031	3.6633|0.004	2.0118|0.0038	1.8856|0.0047	2.0157|0.0044	2.0153|0.0057	2.0024|0.0021	2.0024|0.0021	3.0611|0.0056	3.0487|0.003	2.0517|0.0045	2.9439|0.0029	2.0271|0.003	2.0893|0.0036	1.9993|0.0031	1.0219|0.0032	2.0221|0.004	1.9958|0.0019	2.9918|0.0028	2.9392|0.0028	2.9863|0.0034	2.9496|0.0015	2.9868|0.0027	2.9971|0.0026	2.702|0.0032	1.9291|0.0034	3.9729|0.0014	3.9729|0.0014	1.9442|0.0017	1.9442|0.0017	4.0223|0.0028	3.1237|0.0042	2.486|0.0069	1.9886|0.0029	1.9968|0.0017	1.8834|0.0038	1.9968|0.0017	1.9924|0.0024	2.9704|0.0022	2.0343|0.0038	2.0343|0.0038	2.9855|0.0028	1.9906|0.0017	1.9968|0.0017	2.9607|0.0024	2.0086|0.0031	1.0219|0.0032
CTF028	2.0349|0.0036	2.0242|0.0026	1.9937|0.0015	1.9937|0.0015	1.9895|0.0032	1.9976|0.0018	2.0034|0.0018	1.9892|0.0027	1.9931|0.002	1.9913|0.0051	1.0177|0.0027	2.0431|0.0054	2.0449|0.0044	1.9907|0.0044	1.9902|0.0023	2.012|0.0054	2.006|0.0032	1.9938|0.0016	2.9686|0.0018	2.0001|0.0023	2.0001|0.0023	1.9916|0.003	2.0046|0.0044	2.0063|0.0032	1.9874|0.0019	1.99|0.0018	1.9878|0.0018	1.9885|0.0025	1.9851|0.0015	1.9938|0.0013	1.9938|0.0013	1.9936|0.0029	1.9948|0.0016	1.9942|0.0022	1.9958|0.0027	1.9967|0.0015	1.9967|0.0015	1.9808|0.0026	1.9996|0.0021	1.9876|0.0017	1.9937|0.0015	1.9938|0.0016	1.0177|0.0027	1.9938|0.0016	1.991|0.0024	2.9686|0.0018	1.9967|0.0015	1.9967|0.0015	1.9886|0.0025	1.9944|0.0035	1.9938|0.0016	1.9876|0.0017	1.9967|0.0044	2.0091|0.0034
CTF029	2.0052|0.0028	2.0145|0.0025	1.9959|0.0015	1.9959|0.0015	1.9857|0.0015	1.9857|0.0015	1.8549|0.0018	1.9893|0.002	1.9842|0.0034	1.9935|0.0038	2.0012|0.0027	1.9924|0.0037	1.9895|0.0036	2.0152|0.0044	2.0107|0.0023	2.006|0.0024	2.006|0.0024	1.9882|0.0027	1.9903|0.0049	1.9926|0.0023	1.9926|0.0023	1.9986|0.003	1.9959|0.0031	1.9875|0.0011	1.9875|0.0011	1.9829|0.002	1.9806|0.0014	2.0652|0.0025	2.0635|0.0015	1.9945|0.0013	1.9945|0.0013	1.9866|0.0034	1.9901|0.0015	2.0602|0.0014	2.0602|0.0014	2.0055|0.002	2.0006|0.0021	1.9975|0.0017	1.9987|0.0021	1.9806|0.0014	1.9959|0.0015	1.9859|0.0017	2.0012|0.0027	1.9859|0.0017	1.9912|0.0019	1.9864|0.0088	1.9983|0.0021	1.9983|0.0021	2.0652|0.0025	1.9875|0.0011	1.9859|0.0017	1.9806|0.0014	1.9933|0.0031	1.9959|0.0031
CTF030	2.0213|0.0029	2.0131|0.0019	2.0142|0.0031	1.9885|0.0023	1.8256|0.0047	2.0051|0.0018	1.0288|0.0018	2.0082|0.0023	2.1898|0.0029	2.0046|0.0038	2.0345|0.0027	1.9935|0.0029	2.0101|0.0032	2.0104|0.0046	2.027|0.0028	2.0072|0.0037	1.998|0.005	1.0052|0.0045	2.8585|0.0074	2.02|0.0027	1.9315|0.0048	2.0139|0.0031	1.4176|0.0063	2.0094|0.0034	1.0075|0.0021	2.7825|0.0037	2.7376|0.0022	1.9874|0.0026	1.9919|0.0022	2.0464|0.0013	2.0464|0.0013	2.0055|0.0035	1.01|0.0028	2.0123|0.0015	2.0123|0.0015	2.0258|0.0015	2.0258|0.0015	2.0126|0.0017	2.0118|0.0022	2.7297|0.0019	1.9868|0.002	2.0051|0.0021	2.0345|0.0027	1.0072|0.0038	2.0127|0.0019	3.0066|0.0018	2.0258|0.0015	2.0258|0.0015	1.9871|0.0026	1.0075|0.0021	1.0004|0.0061	2.7297|0.0019	2.0032|0.0031	0.9931|0.0097
CTF031	2.0145|0.0039	2.0006|0.0018	2.0103|0.0024	2.0034|0.0021	2.0172|0.004	1.2437|0.0039	1.0347|0.0018	2.0108|0.0019	2.0047|0.002	1.521|0.0074	1.7987|0.0035	1.2134|0.0072	2.0528|0.003	2.0183|0.002	2.0183|0.002	1.9956|0.0037	2.0123|0.003	1.8249|0.0023	1.8249|0.0023	1.984|0.0023	1.984|0.0023	2.012|0.003	1.9869|0.0046	2.0085|0.0011	2.0085|0.0011	2.0055|0.0012	2.0055|0.0012	2.021|0.0013	2.021|0.0013	2.025|0.0018	2.0168|0.0019	2.0171|0.0024	2.0195|0.0015	2.0171|0.0032	2.0235|0.0028	1.0257|0.0015	1.0257|0.0015	2.0109|0.0016	2.0109|0.0016	2.0055|0.0012	2.0031|0.002	1.9627|0.0027	1.924|0.003	1.8249|0.0023	2.0108|0.0019	2.0201|0.0018	1.0257|0.0015	1.0257|0.0015	2.021|0.0013	2.0085|0.0011	1.8249|0.0023	2.0055|0.0012	2.0026|0.0058	1.9782|0.0038
CTF032	2.0007|0.0039	2.0032|0.0027	1.994|0.0028	2.0017|0.0019	2.0062|0.003	2.0068|0.0018	1.0146|0.0022	2.0138|0.0022	1.9546|0.002	2.0116|0.0041	2.0072|0.0032	2.0143|0.0031	2.0128|0.0035	2.0055|0.0044	2.0003|0.0023	2.0639|0.0039	2.0264|0.0043	2.0054|0.0026	2.9176|0.009	1.9842|0.0036	2.0031|0.0029	2.0055|0.003	1.0123|0.0053	1.9986|0.0012	1.9901|0.0016	1.9901|0.0012	1.9901|0.0012	1.9952|0.0025	1.9846|0.0027	2.0033|0.0014	1.9991|0.0019	2.0046|0.003	1.9986|0.0023	1.9955|0.0027	2.0075|0.0016	1.9909|0.0022	2.0037|0.002	1.0111|0.0044	1.9906|0.0044	1.9901|0.0012	2.0017|0.0019	1.9949|0.0017	2.0059|0.0027	1.9949|0.0017	2.0032|0.0019	2.9844|0.0019	2.0071|0.002	2.0071|0.002	1.9952|0.0025	0.9997|0.0156	1.9949|0.0017	1.9901|0.0012	2.0135|0.0045	1.0104|0.0044
CTF033	1.9924|0.0028	1.9893|0.0021	2.9945|0.0016	2.9945|0.0016	2.3828|0.0041	2.3821|0.0027	1.8893|0.0035	1.9846|0.0019	4.5551|0.0021	2.0011|0.0045	1.9934|0.0027	1.9887|0.0021	1.9887|0.0021	3.0185|0.0021	3.0185|0.0021	3.9796|0.004	3.9353|0.0046	1.9869|0.0036	1.9901|0.006	1.9931|0.0034	1.9958|0.0031	2.9793|0.0032	2.2425|0.0042	2.9336|0.0025	2.8353|0.0021	2.6239|0.0029	2.7364|0.0054	2.1343|0.0025	2.0934|0.002	3.005|0.0013	3.005|0.0013	3.0101|0.0041	2.7717|0.0024	2.9982|0.0022	2.9955|0.0037	2.0115|0.0042	2.0191|0.0018	2.9797|0.0017	2.9797|0.0017	1.4923|0.0045	2.9945|0.0016	1.9857|0.0023	1.9934|0.0027	1.9912|0.0039	1.9846|0.0019	1.9962|0.0091	2.0191|0.0018	2.0191|0.0018	2.2261|0.0044	2.8216|0.0017	1.9849|0.0037	2.2417|0.0039	1.9937|0.0036	2.2402|0.0035
CTF035	1.9736|0.003	1.9767|0.002	3.0171|0.0027	3.0006|0.0029	2.0064|0.0016	2.0064|0.0016	2.0026|0.0021	1.9963|0.0023	4.0259|0.0021	1.9913|0.0037	2.1644|0.0179	2.0091|0.0068	2.9497|0.0037	2.0278|0.0048	2.0289|0.0025	2.9424|0.0054	2.9487|0.0048	3.0198|0.0046	2.9284|0.0078	1.9779|0.0024	1.9779|0.0024	2.3941|0.0046	1.9595|0.0033	3.3165|0.0047	3.1592|0.0045	2.0659|0.0057	2.0306|0.003	1.9933|0.0033	1.9997|0.0017	3.0231|0.0017	3.0055|0.002	2.987|0.0025	2.9594|0.0016	2.0301|0.0023	2.0433|0.002	2.0159|0.0021	2.0168|0.0016	4.0354|0.0029	4.0066|0.0029	2.0275|0.0024	3.0139|0.0026	2.0446|0.003	1.9919|0.0029	2.0127|0.0044	1.9925|0.002	3.0195|0.0019	2.0168|0.0016	2.0168|0.0016	1.9448|0.0102	2.0023|0.0019	1.9856|0.0047	2.0275|0.0024	1.9869|0.0032	1.9595|0.0033
CTF036	2.0187|0.0048	2.0154|0.0022	2.0138|0.0027	2.0187|0.0018	2.0141|0.0015	2.0141|0.0015	1.028|0.0018	2.0187|0.0021	2.1271|0.002	2.0107|0.0044	2.0167|0.0027	2.0094|0.0037	2.003|0.0052	2.0212|0.0044	2.0173|0.0023	2.9824|0.0039	2.2769|0.0032	2.0085|0.0021	2.0178|0.0018	2.0106|0.0034	2.6951|0.0042	2.0227|0.0031	2.0063|0.0031	3.0186|0.0075	2.0148|0.0014	2.0876|0.0015	2.1516|0.0027	2.0149|0.0013	2.0149|0.0013	3.9914|0.0013	3.9914|0.0013	3.003|0.0027	2.9745|0.0028	3.0034|0.0033	3.003|0.0025	2.0208|0.0037	2.0259|0.0024	3.003|0.0027	3.0014|0.0027	1.1005|0.0049	2.0187|0.0018	2.0102|0.0017	2.0167|0.0027	2.0102|0.0017	2.0168|0.0019	2.0194|0.0018	2.0252|0.0021	2.0252|0.0021	2.0149|0.0013	2.0148|0.0014	2.0102|0.0017	2.9766|0.0031	2.009|0.0031	2.0063|0.0031
CTF038	2.0181|0.0028	2.0093|0.0019	2.0167|0.0032	3.8818|0.0027	1.9584|0.0058	2.014|0.0032	2.0405|0.0018	2.014|0.0022	4.0219|0.0026	2.0178|0.0038	2.0392|0.0027	2.9844|0.0037	3.0005|0.003	3.0222|0.0021	3.0222|0.0021	3.9941|0.0044	3.9965|0.0032	3.0184|0.0038	2.9534|0.0085	2.0632|0.0052	2.0797|0.0055	4.0269|0.0031	2.0076|0.0031	3.0265|0.0019	3.0069|0.0018	2.9814|0.002	2.9797|0.0015	2.9933|0.0013	2.9933|0.0013	3.0139|0.0013	3.0138|0.0016	3.0006|0.0029	2.9943|0.002	2.9912|0.0014	2.9912|0.0014	1.9999|0.0033	2.0088|0.0025	2.999|0.0038	4.0252|0.0021	2.9797|0.0015	4.0426|0.0022	3.0214|0.0031	2.0392|0.0027	2.0122|0.0026	2.0085|0.0019	3.0235|0.0018	2.0024|0.0016	2.0024|0.0016	2.9933|0.0013	3.0191|0.0046	2.0122|0.0026	2.9797|0.0015	2.017|0.0032	2.0076|0.0031
CTF040	2.0097|0.0028	2.0071|0.0018	2.0037|0.0015	2.0037|0.0015	2.0013|0.0015	2.0013|0.0015	1.0154|0.0018	1.0094|0.0029	2.0058|0.002	2.0177|0.0042	1.982|0.0027	2.0079|0.002	2.0079|0.002	2.0058|0.0021	2.0073|0.0027	2.005|0.0037	2.0201|0.0039	2.0042|0.0018	2.0073|0.0045	2.0199|0.0023	2.0199|0.0023	1.0095|0.003	2.0071|0.0049	1.9982|0.0011	1.9982|0.0011	1.9836|0.0012	1.9836|0.0012	1.998|0.0024	1.9837|0.0013	2.0074|0.0013	2.0074|0.0013	2.0013|0.0031	1.9968|0.0015	1.9989|0.0028	2.0028|0.0023	2.0144|0.0025	2.0074|0.0015	2.0414|0.0016	2.0414|0.0016	1.9836|0.0012	2.0037|0.0015	2.004|0.0016	1.982|0.0027	2.004|0.0016	1.9948|0.0032	2.004|0.0018	2.0074|0.0015	2.0074|0.0015	2.0063|0.0059	1.9982|0.0011	2.004|0.0016	1.9836|0.0012	2.0147|0.0031	2.01|0.0034
CTF041	1.9873|0.0041	1.9878|0.002	1.9888|0.0023	2.9847|0.003	1.9903|0.0016	1.9903|0.0016	1.8749|0.0019	1.994|0.0026	2.0005|0.0027	1.9921|0.0044	1.9984|0.0028	1.9893|0.0043	1.9942|0.0036	1.9851|0.0047	1.9774|0.0024	2.0015|0.0026	2.0003|0.004	1.9945|0.0025	1.9881|0.0054	1.9872|0.0024	1.9872|0.0024	1.9875|0.0032	1.9986|0.0033	1.987|0.0012	1.987|0.0012	1.977|0.0017	2.9722|0.0035	1.9841|0.0013	1.9841|0.0013	2.0052|0.0014	2.0052|0.0014	1.9923|0.0034	1.9806|0.0016	1.9874|0.0015	1.9874|0.0015	1.9904|0.0026	1.9873|0.002	2.0055|0.0017	2.0055|0.0017	2.968|0.0053	2.9857|0.0025	1.9951|0.0018	1.9984|0.0028	1.9951|0.0018	1.9979|0.002	1.9907|0.0019	1.9866|0.0019	1.9866|0.0019	1.9841|0.0013	1.987|0.0012	1.9951|0.0018	2.9735|0.003	1.9908|0.0032	1.9986|0.0033
CTF042	1.9948|0.003	1.9888|0.002	2.0073|0.0017	2.0073|0.0017	2.0303|0.003	2.0185|0.0017	1.0268|0.0019	1.5534|0.0035	1.9952|0.0024	1.9888|0.006	2.0158|0.0029	2.0072|0.004	1.9911|0.0037	2.0001|0.0048	2.022|0.0036	1.9969|0.0042	2.0122|0.003	2.0258|0.0013	2.0258|0.0013	2.0013|0.0036	2.0162|0.004	1.9936|0.0033	1.9847|0.0034	1.9975|0.0035	1.9839|0.0016	1.9929|0.003	1.9768|0.0023	2.0117|0.0027	2.0013|0.0016	1.9922|0.0014	1.9922|0.0014	2.0022|0.0037	2.0108|0.0016	2.0074|0.0024	2.0015|0.0022	1.9975|0.0016	1.9975|0.0016	1.985|0.0018	1.985|0.0018	1.9759|0.0019	2.0073|0.0017	2.0258|0.0013	2.0158|0.0029	2.0258|0.0013	1.5534|0.0035	2.0258|0.0013	1.9975|0.0016	1.9975|0.0016	2.0119|0.0027	1.9837|0.0015	2.0258|0.0013	1.9759|0.0019	1.9787|0.0049	1.9847|0.0034
CTF044	1.9797|0.0042	1.9869|0.0032	2.0796|0.0015	2.0796|0.0015	1.9943|0.0036	1.9872|0.0017	1.0265|0.0018	1.9671|0.0019	2.0153|0.002	1.8714|0.0021	1.875|0.0027	2.0341|0.0041	2.031|0.0034	2.0055|0.0044	2.0784|0.0023	2.0529|0.0024	2.0529|0.0024	1.9663|0.0024	1.9794|0.0045	1.0418|0.0023	1.0418|0.0023	2.0669|0.0053	1.0329|0.0042	1.8184|0.0011	1.8184|0.0011	1.9798|0.0012	1.9798|0.0012	2.0406|0.0025	2.0185|0.0015	2.33|0.0016	2.339|0.0019	2.0399|0.0036	1.6494|0.0031	2.35|0.0018	2.3489|0.0026	1.9712|0.0025	1.9651|0.0015	1.5424|0.0051	2.5333|0.0027	1.9798|0.0012	2.0796|0.0015	1.9644|0.0017	1.8714|0.0021	1.9644|0.0017	1.9671|0.0019	1.9781|0.0018	1.9651|0.0015	1.9651|0.0015	2.0408|0.0025	1.8184|0.0011	1.9644|0.0017	1.9798|0.0012	1.8714|0.0021	1.0323|0.0034
