ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
PD47579a	2.0425|0.0027	2.0346|0.0028	2.8777|0.002	2.8716|0.0026	1.9556|0.0019	1.9556|0.0019	2.0659|0.0023	2.0437|0.0026	2.8829|0.0033	2.002|0.0085	2.121|0.0093	1.9673|0.0046	1.9682|0.0037	1.9839|0.0025	1.9839|0.0025	3.5193|0.0046	3.5395|0.0052	1.9933|0.0056	2.0132|0.0021	2.004|0.0026	2.004|0.0026	2|0.0038	1.9482|0.005	2.0355|0.0023	2.0485|0.0019	1.9808|0.0036	1.9988|0.0032	2.0671|0.0019	2.0671|0.0019	2.9907|0.0017	2.9907|0.0017	2.1336|0.0025	2.1336|0.0025	1.9945|0.0018	1.9945|0.0018	2.0578|0.0019	2.0578|0.0019	2.0147|0.0034	2.0783|0.0035	1.9949|0.0025	2.8777|0.002	1.9358|0.0126	2.076|0.0043	2.0111|0.003	2.0446|0.0023	2.0132|0.0021	2.0578|0.0019	2.0578|0.0019	2.0323|0.0038	2.0489|0.0018	1.9985|0.0082	1.9949|0.0025	2.0099|0.0053	1.9537|0.0038
PD47580a	2.0006|0.0018	2.0006|0.0018	1.9732|0.002	1.9744|0.0026	2.0171|0.0055	1.9831|0.002	2.0024|0.0022	1.9959|0.0026	1.9914|0.0042	2.8178|0.0044	1.0062|0.0056	2.0743|0.0074	2.0129|0.0038	1.9925|0.0024	1.9925|0.0024	1.9837|0.0063	1.964|0.0053	2.013|0.0019	1.9978|0.0028	2.0122|0.0038	2.0224|0.0034	1.9726|0.0036	2.0239|0.0059	1.9924|0.0035	1.9977|0.0017	1.972|0.0015	1.972|0.0015	1.999|0.0016	1.999|0.0016	1.9794|0.0016	1.9794|0.0016	2.0021|0.0016	2.0021|0.0016	1.9949|0.003	1.9992|0.0029	1.9997|0.0017	1.9997|0.0017	2.0016|0.0019	2.0016|0.0019	1.972|0.0015	1.9732|0.002	2.013|0.0019	1.0031|0.0057	2.013|0.0019	2.0005|0.0022	2.0008|0.0039	1.9997|0.0017	1.9997|0.0017	1.999|0.0016	1.9977|0.0017	2.013|0.0019	1.972|0.0015	2.8178|0.0044	2.0167|0.0044
PD47581a	2.0636|0.0061	2.0636|0.0061	1.9904|0.0061	1.9904|0.0061	1.9879|0.0061	1.9879|0.0061	2.0273|0.0076	2.0431|0.0082	1.9699|0.0102	2.0473|0.0158	2.0722|0.0158	2.0189|0.012	2.0285|0.0144	2.0786|0.0081	2.0786|0.0081	1.9685|0.0148	1.9994|0.016	2.0193|0.0047	2.0193|0.0047	2.0431|0.0131	2.0342|0.0115	2.0245|0.0122	2.0242|0.0168	2.0396|0.0078	2.0461|0.0097	2.0276|0.0051	2.0288|0.0062	2.0109|0.0054	2.0109|0.0054	2.0546|0.0054	2.0546|0.0054	2.0343|0.0058	2.034|0.0055	1.9946|0.0066	1.9923|0.0109	2.0185|0.0176	2.0665|0.0063	2.0165|0.013	2.0523|0.008	2.0276|0.0051	1.9904|0.0061	2.0193|0.0047	2.0567|0.0116	2.0193|0.0047	2.0447|0.0076	2.0193|0.0047	2.0665|0.0063	2.0665|0.0063	2.0109|0.0054	2.0669|0.0141	2.0193|0.0047	2.0276|0.0051	2.0477|0.0149	2.0385|0.0125
PD47582a	2.0156|0.005	2.0177|0.0032	1.9606|0.0026	1.9614|0.0034	1.9781|0.0023	1.9781|0.0023	1.03|0.0039	2.012|0.0035	1.9554|0.0029	2.0844|0.0065	1.1197|0.0039	2.0383|0.0058	2.0269|0.0045	2.0052|0.0033	2.0073|0.0043	1.9598|0.0056	1.944|0.0042	2.0268|0.0031	2.9932|0.0041	1.0184|0.0052	1.0099|0.0081	2.0026|0.0046	2.0243|0.0043	2.0212|0.0043	2.0246|0.0022	1.9855|0.003	1.9813|0.0032	2.0247|0.0036	1.9784|0.0038	2.0014|0.0036	2.0011|0.0021	1.7347|0.0021	1.7347|0.0021	1.9983|0.0031	1.9989|0.0042	2.0314|0.0022	2.0314|0.0022	1.9958|0.0042	2.1061|0.0079	1.9716|0.0063	1.9606|0.0026	2.021|0.0026	1.1197|0.0039	2.021|0.0026	2.0222|0.0029	2.987|0.0077	2.0314|0.0022	2.0314|0.0022	2.0247|0.0036	2.0246|0.0022	2.021|0.0026	1.9846|0.0022	2.0352|0.0046	2.0243|0.0043
SCI055	1.9387|0.0078	1.9387|0.0078	2.0207|0.0078	2.0207|0.0078	1.9411|0.0079	1.9411|0.0079	1.918|0.0097	1.9466|0.0097	1.9438|0.0123	2.0066|0.0194	1.9687|0.0205	1.9827|0.0098	1.9827|0.0098	1.8976|0.0107	1.8998|0.0125	1.9542|0.018	1.9264|0.0145	1.9518|0.0105	1.9579|0.009	1.958|0.011	1.958|0.011	1.9989|0.0202	1.9689|0.0272	1.9315|0.0059	1.9315|0.0059	1.9371|0.0065	1.9371|0.0065	1.8687|0.0132	1.8907|0.0082	1.9122|0.0157	1.9467|0.0113	1.9302|0.0071	1.9302|0.0071	1.935|0.0074	1.935|0.0074	1.9292|0.0076	1.9292|0.0076	1.9421|0.0252	2.0225|0.0311	1.9371|0.0065	2.0207|0.0078	1.9519|0.0088	2.0064|0.0203	1.9519|0.0088	1.9466|0.0097	1.9579|0.009	1.9292|0.0076	1.9292|0.0076	1.8685|0.0132	1.9315|0.0059	1.9519|0.0088	1.9371|0.0065	2.0066|0.0188	1.9862|0.0191
SCI056	2.007|0.002	2.007|0.002	2.0018|0.0022	2.0009|0.003	1.9932|0.0028	1.9878|0.0038	1.6551|0.004	1.9959|0.0041	2.0012|0.0039	1.998|0.0026	1.998|0.0026	2.0344|0.0071	2.0229|0.0041	2.0687|0.0028	2.0687|0.0028	1.9996|0.0035	1.9995|0.0059	2.0042|0.0027	2.342|0.0037	2.0154|0.0028	2.0154|0.0028	2.0168|0.0049	1.7529|0.0053	2.0013|0.0027	1.7355|0.003	1.997|0.0017	1.9965|0.0021	2.2584|0.0018	2.2584|0.0018	1.998|0.0052	1.9953|0.0027	1.9999|0.0021	2.0019|0.0018	2.0042|0.002	2.0062|0.0028	1.9924|0.003	2.0033|0.002	2.2442|0.0052	2.2799|0.0092	1.997|0.0017	2.0018|0.0022	2.002|0.0023	1.998|0.0026	2.002|0.0023	1.9967|0.0028	2.3556|0.0069	2.0033|0.002	2.0033|0.002	2.2584|0.0018	1.9971|0.0028	2.002|0.0023	1.997|0.0017	1.998|0.0026	1.75|0.0042
SCI057	2.0191|0.0041	2.0209|0.0031	1.9341|0.0028	1.9279|0.0032	2.0555|0.004	2.049|0.0029	2.0289|0.0022	2.0255|0.0035	4.6328|0.0048	1.9994|0.0052	2.0092|0.0027	1.9902|0.0041	1.9626|0.0049	2.0755|0.0025	2.0758|0.0031	2.8816|0.005	2.905|0.0047	2.0008|0.0026	2.0129|0.0036	2.0206|0.0053	1.9994|0.0034	2.9883|0.0036	1.9968|0.0079	2.024|0.0045	2.0167|0.0017	2.989|0.0041	2.9895|0.0029	2.0192|0.003	2.038|0.0035	3.0252|0.0018	3.0311|0.0023	3.0734|0.0024	3.0859|0.0017	2.98|0.0028	2.9801|0.0021	2.0359|0.0048	2.0635|0.0068	3.0338|0.0021	3.0246|0.003	2.9875|0.0022	1.9331|0.0028	1.9939|0.002	2.0092|0.0027	1.9939|0.002	2.0196|0.0023	1.9696|0.0068	2.0257|0.0041	2.0257|0.0041	2.0192|0.003	2.0167|0.0017	1.9812|0.0066	2.9875|0.0022	2.0057|0.0051	1.9884|0.0069
SCI058	1.9866|0.0035	2.0035|0.0024	1.9379|0.002	1.9379|0.002	1.9651|0.002	1.9651|0.002	0.9919|0.0024	0.9968|0.0025	1.9554|0.0033	2.0176|0.0039	2.0382|0.0033	1.2007|0.0092	1.9916|0.0045	1.9933|0.0026	1.9933|0.0026	2.0575|0.0056	1.9659|0.0036	1.9933|0.0035	3.9659|0.0022	1.21|0.005	2.0518|0.0049	0.9943|0.004	2.0463|0.0063	3.156|0.0032	2.001|0.0034	1.9649|0.0024	2.7214|0.0023	1.9672|0.0023	2.002|0.0018	1.9686|0.0039	1.9793|0.002	2.0043|0.0028	2.0068|0.0024	2.0114|0.0043	2.012|0.005	1.2233|0.0059	2.0849|0.0052	1.9581|0.0055	1.9807|0.0075	2.7214|0.0023	1.9379|0.002	1.9774|0.0027	2.0382|0.0033	1.9774|0.0027	0.9968|0.0025	3.9659|0.0022	2.0287|0.0024	2.0287|0.0024	2.002|0.0018	1.5815|0.0924	1.9774|0.0027	2.7214|0.0023	2.0176|0.0039	2.0436|0.0042
SCI059	2.0338|0.0017	2.0338|0.0017	1.9505|0.0021	1.5948|0.0086	2.0115|0.002	2.0777|0.0056	0.9902|0.0044	1.6297|0.0035	1.9971|0.0026	2.0827|0.0035	1.0536|0.0066	2.0774|0.003	2.0774|0.003	2.0332|0.0023	2.0332|0.0023	2.03|0.0055	2.0157|0.0062	2.0784|0.0039	2.0184|0.0031	2.0166|0.0038	1.5927|0.006	1.9901|0.0036	2.0848|0.0044	2.0266|0.0041	2.011|0.0024	2.9863|0.0036	2.9405|0.002	3.0168|0.003	2.9911|0.0042	1.9602|0.003	1.982|0.0018	2.0082|0.0027	2.0212|0.002	1.6908|0.0085	2.093|0.0028	2.0459|0.0063	2.0192|0.0018	1.9654|0.008	2.0787|0.017	2.9405|0.002	1.5948|0.0086	1.6313|0.0298	1.0497|0.0063	1.9965|0.0025	1.6332|0.0034	2.0433|0.0051	2.0192|0.0018	2.0192|0.0018	3.0168|0.003	2.0252|0.0027	1.9965|0.0025	2.9405|0.002	2.0827|0.0035	2.0763|0.0038
SCI061	2.0027|0.0036	2.0027|0.0036	1.9564|0.0053	2.9731|0.005	2.0325|0.0075	1.9988|0.0038	1.9943|0.0044	2.0032|0.0054	1.96|0.0061	2.0079|0.0105	2.0118|0.0097	1.9862|0.0045	1.9862|0.0045	2.0122|0.0048	2.0122|0.0048	1.9775|0.0083	1.9876|0.0092	1.9846|0.0037	1.9981|0.0071	1.9932|0.005	1.9932|0.005	2.0039|0.0071	2.0102|0.0122	1.9987|0.0043	2.0044|0.0035	1.9806|0.0046	1.9926|0.0064	1.9986|0.0032	1.9986|0.0032	1.9594|0.0072	2.0004|0.0054	2.0089|0.0035	2.0139|0.0039	1.9817|0.0034	1.9817|0.0034	2.001|0.0035	2.001|0.0035	1.9808|0.0107	1.982|0.0047	1.9888|0.0083	2.9731|0.005	1.9846|0.0037	2.0007|0.0083	1.9846|0.0037	2.0019|0.0045	1.9869|0.0141	2.001|0.0035	2.001|0.0035	1.9986|0.0032	2.0044|0.0035	1.9846|0.0037	3.008|0.0302	2.0086|0.0101	1.9839|0.0094
SCI062	2.0211|0.0024	2.0211|0.0024	2.1213|0.0041	2.1229|0.003	1.9897|0.0025	1.9897|0.0025	1.9969|0.0031	2.1112|0.0031	2.1149|0.0031	2.0172|0.0081	1.9977|0.0048	2.0188|0.0031	2.0188|0.0031	2.0043|0.0033	2.0043|0.0033	2.0053|0.0069	2.0032|0.008	2.0142|0.0019	2.0142|0.0019	2.0145|0.0034	2.0145|0.0034	2.0203|0.005	2.0347|0.0046	2.0099|0.0031	2.0065|0.0023	2.0062|0.0041	2.01|0.0033	1.9991|0.0034	1.9973|0.0022	1.9931|0.0049	1.9903|0.0036	2.0023|0.0022	2.0023|0.0022	1.9995|0.0036	2.0006|0.0034	2.0001|0.0024	2.0001|0.0024	1.997|0.0053	1.9924|0.0033	2.0085|0.0029	2.1229|0.003	2.0142|0.0019	1.9991|0.0042	2.0142|0.0019	2.1112|0.0031	2.0142|0.0019	2.0001|0.0024	2.0001|0.0024	2.018|0.0139	2.0054|0.0023	2.0142|0.0019	2.0085|0.0029	2.0154|0.007	2.0347|0.0046
SCI063	1.9381|0.0157	1.9433|0.0148	1.9186|0.0208	1.9113|0.0161	1.8587|0.0087	1.8587|0.0087	1.8457|0.0108	1.9341|0.0188	1.9634|0.011	2.0106|0.0293	2.3119|0.0145	1.9815|0.0206	1.9846|0.0123	2.9427|0.012	2.9533|0.0145	3.0077|0.0127	3.0077|0.0127	1.983|0.0093	1.9792|0.0069	1.9724|0.0181	2.0036|0.0179	1.9569|0.0177	2.0066|0.0273	1.9237|0.0112	1.9191|0.0113	3.0486|0.018	3.0384|0.02	2.9267|0.0078	2.9267|0.0078	1.8345|0.0209	1.9286|0.0089	3.0598|0.0079	3.0598|0.0079	2.041|0.0131	3.1018|0.0137	1.9095|0.0095	1.9076|0.0084	3.0597|0.0163	3.224|0.0346	3.04|0.0231	1.8786|0.0158	1.9792|0.0069	2.3119|0.0145	1.9792|0.0069	1.9277|0.0131	1.9792|0.0069	1.9076|0.0084	1.9076|0.0084	3.1377|0.1045	1.9115|0.009	1.9792|0.0069	2.9913|0.0317	1.9878|0.0212	2.0282|0.0181
SCI064	1.9935|0.0026	1.9935|0.0026	1.9583|0.0026	1.9583|0.0026	1.9896|0.0031	1.9875|0.0028	1.9732|0.0033	1.3169|0.0078	1.9786|0.0034	1.9822|0.0056	1.8421|0.0062	1.9825|0.0057	1.9834|0.0061	2.008|0.0046	2.0013|0.0038	2.0089|0.0073	2.0078|0.0053	1.9765|0.0028	2.9477|0.003	1.9755|0.0037	1.9755|0.0037	2.0061|0.0062	1.9847|0.0101	1.9871|0.0047	1.9913|0.0038	1.9776|0.0022	1.9796|0.0027	1.9733|0.003	1.97|0.0024	1.9675|0.0049	1.9895|0.0027	2.0018|0.0024	2.0026|0.0026	1.9977|0.0027	1.9982|0.0027	2.0042|0.0028	2.0042|0.0027	2.8479|0.0068	2.8845|0.0089	1.9776|0.0022	1.9583|0.0026	1.9728|0.0028	1.8292|0.006	1.9728|0.0028	1|0.0047	2.9477|0.003	2.0033|0.0026	2.0033|0.0026	1.97|0.0024	1.9994|0.0031	1.9728|0.0028	1.9776|0.0022	1.9812|0.0052	1.9883|0.0058
SCI065	2.025|0.0035	2.0209|0.0023	1.9922|0.0028	2.9957|0.0041	2.003|0.0019	2.003|0.0019	2.0048|0.0024	2.0126|0.0031	2.0042|0.0035	2.0304|0.004	2.0315|0.0028	2.0197|0.0024	2.0197|0.0024	2.008|0.0026	2.008|0.0026	2.0091|0.005	2.0038|0.0063	2.0144|0.0027	2.4206|0.059	2.0171|0.006	2.0201|0.0037	2.0145|0.0041	2.0167|0.0064	2.0132|0.0024	2.013|0.0019	1.9978|0.0033	1.9965|0.0022	2.011|0.0017	2.011|0.0017	2.0053|0.0022	2.0034|0.0017	2.0152|0.0018	2.0142|0.0022	2.0035|0.0018	2.0035|0.0018	2.0141|0.0019	2.0141|0.0019	1.999|0.0054	2.0166|0.0049	1.9965|0.0022	2.999|0.0037	2.0112|0.0022	2.0315|0.0028	2.0112|0.0022	2.0266|0.0024	2.021|0.0022	2.0141|0.0019	2.0141|0.0019	2.011|0.0017	2.0125|0.0019	2.0112|0.0022	1.9965|0.0022	2.0349|0.0055	2.0231|0.0047
SCI066	2.0531|0.0117	2.0531|0.0117	2.0171|0.0117	2.0171|0.0117	1.9632|0.0118	1.9632|0.0118	1.0012|0.0231	2.0899|0.0183	2.1663|0.0206	2.0818|0.0234	1.9457|0.0199	2.1018|0.0147	2.1018|0.0147	1.9746|0.0161	1.9838|0.0196	1.9503|0.0286	2.0084|0.0379	2.0721|0.0123	2.1961|0.0193	2.0585|0.0252	2.0725|0.03	2.0642|0.0383	2.0886|0.0378	2.0444|0.0143	2.0478|0.0162	2.0198|0.0098	2.0198|0.0098	2.0038|0.0198	2.0265|0.0124	2.026|0.0126	2.0231|0.0104	2.0543|0.0208	2.0379|0.012	2.0532|0.0111	2.0532|0.0111	2.0819|0.0207	2.0427|0.0117	2.073|0.0468	2.1315|0.0438	2.0198|0.0098	2.0171|0.0117	2.0721|0.0123	1.9457|0.0199	2.0721|0.0123	2.0853|0.0147	2.2032|0.0194	2.0427|0.0117	2.0427|0.0117	2.0036|0.0198	2.0605|0.0205	2.0721|0.0123	2.0198|0.0098	2.0818|0.0234	2.0597|0.0287
SCI067	2.026|0.0088	2.0203|0.0059	1.9475|0.005	1.949|0.0065	1.9342|0.0049	1.9342|0.0049	1.0562|0.006	1.114|0.0061	1.9605|0.0095	2.0402|0.0216	2.027|0.0086	1.9944|0.0114	1.9851|0.0097	1.9456|0.0065	1.9456|0.0065	2.6827|0.0153	1.9187|0.017	1.9941|0.0051	2.8322|0.0078	2.0113|0.0068	2.0113|0.0068	1.9779|0.016	1.9875|0.0131	2.0028|0.0061	2.0182|0.0049	1.838|0.0167	1.984|0.0064	1.9401|0.0126	1.9728|0.0051	1.917|0.0097	1.9934|0.005	2.0092|0.0044	2.0092|0.0044	1.9896|0.0048	1.9884|0.0065	2.0154|0.0081	2.017|0.0049	2.0068|0.0132	2.8964|0.0124	1.9839|0.0056	1.9475|0.005	1.9941|0.0051	2.0288|0.0082	1.9941|0.0051	1.114|0.0061	2.821|0.0079	2.017|0.0049	2.017|0.0049	1.9774|0.0362	2.0163|0.0047	1.9941|0.0051	1.9839|0.0056	2.0217|0.0132	1.9966|0.0099
SCI068	1.9841|0.0035	1.9367|0.0034	2.925|0.0019	2.925|0.0019	2.0014|0.0019	2.0014|0.0019	1.9583|0.0024	2.0008|0.0031	1.9947|0.0025	2.0218|0.0042	2.028|0.0039	1.9577|0.0049	1.9946|0.0026	2.0115|0.0026	2.0115|0.0026	2.0293|0.0047	2.0187|0.0055	1.9823|0.002	1.9854|0.0036	1.9919|0.0027	1.9919|0.0027	1.9608|0.004	1.081|0.0049	1.9708|0.0023	1.9672|0.0019	2.9635|0.0025	2.9306|0.003	3.0097|0.0033	2.9859|0.002	1.9047|0.0047	1.9501|0.002	1.9702|0.0023	1.9706|0.0018	1.9515|0.0018	1.9515|0.0018	1.9829|0.0039	1.9724|0.002	1.9166|0.0036	1.961|0.0026	2.9322|0.0038	2.925|0.0019	1.9823|0.002	2.0147|0.0033	1.9823|0.002	1.9883|0.0024	2.9204|0.0481	1.9724|0.002	1.9724|0.002	3.0097|0.0033	1.9663|0.0019	1.9823|0.002	2.9322|0.0038	2.0323|0.0055	1.081|0.0049
SCI069	1.9997|0.0057	2.0002|0.0072	1.9947|0.0032	1.9947|0.0032	1.9986|0.0032	1.9986|0.0032	1.9979|0.0039	1.0265|0.0055	2.0032|0.004	1.9993|0.004	1.9993|0.004	1.9977|0.004	1.9977|0.004	1.9863|0.0051	1.9818|0.0067	1.9811|0.0048	1.984|0.0068	1.2544|0.0106	2.0151|0.0036	2.0039|0.0044	2.0039|0.0044	2.0085|0.0065	2.0064|0.009	2.009|0.0041	2.0168|0.0032	1.9939|0.0026	1.9939|0.0026	2.0005|0.0053	2.0127|0.0048	1.9882|0.0055	2.0174|0.004	2.012|0.0034	2.0138|0.0039	2.0182|0.003	2.0182|0.003	1.9954|0.0031	1.9954|0.0031	2.0133|0.0071	2.0239|0.0124	1.9939|0.0026	1.9947|0.0032	2.0057|0.0035	1.9993|0.004	2.0057|0.0035	1.0265|0.0055	2.0151|0.0036	1.9954|0.0031	1.9954|0.0031	2.0005|0.0053	2.0158|0.0031	1.2544|0.0106	1.9939|0.0026	1.9993|0.004	2.007|0.0079
SCI070	1.0268|0.004	1.9849|0.0028	2.8039|0.0023	2.8039|0.0023	2.7439|0.0038	2.6631|0.003	2.2615|0.0028	1.2563|0.0055	2.844|0.0029	2.0943|0.0029	2.0943|0.0029	3.0115|0.0041	2.9971|0.0042	2.789|0.003	2.789|0.003	3.5239|0.0053	3.4718|0.0045	2.042|0.0024	2.9672|0.0026	1.0016|0.0065	2.0324|0.0038	2.9494|0.008	3.045|0.0059	3.0047|0.004	3.0292|0.0022	2.8776|0.0028	2.8775|0.0044	2.0192|0.0038	1.2458|0.0082	2.9468|0.002	2.9468|0.002	3.1123|0.0034	2.1826|0.0034	2.9312|0.0034	2.8208|0.0044	2.0305|0.0044	2.0314|0.0023	2.9176|0.0043	2.9652|0.0109	2.8789|0.0037	2.8039|0.0023	2.0355|0.0024	2.0943|0.0029	2.0355|0.0024	2.0291|0.0039	2.9672|0.0026	2.0314|0.0023	2.0314|0.0023	2.0191|0.0039	3.0292|0.0022	2.0355|0.0024	2.8789|0.0037	2.0943|0.0029	3.0436|0.0047
SCI071	2.0247|0.0018	2.0247|0.0018	2.0016|0.0018	2.0016|0.0018	1.9965|0.0019	1.9965|0.0019	2.0416|0.0042	2.0092|0.0029	1.997|0.0034	2.0102|0.0042	1.7787|0.0031	2.0233|0.0062	2.0183|0.0041	2.0105|0.0025	2.0105|0.0025	1.9959|0.0028	1.9928|0.0039	1.7817|0.003	1.9907|0.0021	2.0068|0.0026	2.0068|0.0026	2.0201|0.0049	2.0016|0.0034	2.0121|0.0035	2.0044|0.0019	1.9996|0.0015	1.9996|0.0015	2.0157|0.0016	2.0157|0.0016	2.003|0.0034	2.0032|0.0018	2.0078|0.0017	2.0078|0.0017	1.9992|0.0018	1.9004|0.0053	2.0162|0.0034	2.0082|0.002	2.0194|0.006	2.0716|0.0321	1.9996|0.0015	2.0016|0.0018	2.0021|0.0027	1.7787|0.0031	1.7817|0.003	2.0129|0.0023	1.9907|0.0021	2.0082|0.002	2.0082|0.002	2.0157|0.0016	2.006|0.0018	1.7817|0.003	1.9996|0.0015	2.01|0.0037	2.0016|0.0034
SCI072	1.9731|0.0177	1.9798|0.0144	2.8531|0.0102	2.8531|0.0102	1.9538|0.0188	1.9396|0.0108	1.952|0.0128	1.9967|0.0221	1.8369|0.013	2.0443|0.0131	2.0443|0.0131	3.0973|0.0261	3.0545|0.0204	2.0433|0.0212	2.0367|0.0139	2.8875|0.0236	2.9586|0.0191	1.9|0.0107	1.8691|0.0117	1.9324|0.0144	1.9324|0.0144	1.9081|0.0205	1.9462|0.0191	1.9578|0.0163	1.9442|0.0133	2.962|0.013	2.9328|0.0113	1.9341|0.0092	1.9341|0.0092	2.9934|0.0091	2.9934|0.0091	1.9481|0.0099	1.948|0.0093	2.9905|0.0165	3.001|0.012	1.9455|0.01	1.9455|0.01	4.1913|0.0194	4.1829|0.0135	2.9328|0.0113	2.8531|0.0102	1.9|0.0107	2.0443|0.0131	1.9|0.0107	1.9795|0.0164	1.8687|0.0118	1.9455|0.01	1.9455|0.01	1.9341|0.0092	1.9403|0.0107	1.9|0.0107	2.9328|0.0113	2.0443|0.0131	1.9462|0.0191
SCI073	2.0192|0.0087	2.0381|0.0077	2.9583|0.0083	2.9715|0.0056	1.9459|0.0097	1.946|0.0059	1.9758|0.007	1.991|0.0088	2.9603|0.0064	1.992|0.014	1.9787|0.0083	2.0408|0.0063	2.0408|0.0063	1.9478|0.0067	1.9478|0.0067	5.0291|0.0165	2.8239|0.01	1.9817|0.0038	1.9817|0.0038	1.9737|0.007	1.9737|0.007	1.9486|0.0159	1.9884|0.0191	1.9988|0.0038	1.9988|0.0038	2.955|0.006	3.0066|0.0057	2.0235|0.0044	2.0235|0.0044	1.958|0.0096	2.0828|0.0051	1.9406|0.0093	0.9966|0.0225	3.016|0.0047	3.016|0.0047	2.0151|0.0048	2.0151|0.0048	2.0683|0.0121	2.0366|0.0066	3.0066|0.0057	2.9715|0.0056	1.9817|0.0038	1.9787|0.0083	1.9817|0.0038	1.9997|0.0062	1.9817|0.0038	2.0151|0.0048	2.0151|0.0048	2.0235|0.0044	1.9988|0.0038	1.9817|0.0038	3.0066|0.0057	2.0072|0.0119	1.9993|0.0192
SCI074	2.0448|0.0061	2.0448|0.0061	2.0252|0.0061	2.0252|0.0061	2.017|0.0061	2.017|0.0061	1.9764|0.0076	2.0087|0.0089	2.0219|0.0077	2.0741|0.0085	2.0751|0.0112	2.0705|0.0076	2.0705|0.0076	2.0252|0.0113	2.0039|0.0118	1.9938|0.009	1.9938|0.009	2.0383|0.0047	2.0383|0.0047	2.0662|0.0085	2.0662|0.0085	1.998|0.0122	2.0367|0.0208	2.04|0.0099	2.0176|0.0059	2.0347|0.0074	2.01|0.0106	1.9752|0.0054	1.9752|0.0054	1.9598|0.0106	2.0146|0.0088	2.0263|0.0058	2.0262|0.0055	2.0139|0.0057	2.0139|0.0057	2.0246|0.0059	2.0246|0.0059	2.0548|0.0158	2.042|0.008	2.005|0.0129	2.0252|0.0061	2.0383|0.0047	2.0741|0.0085	2.0383|0.0047	2.0272|0.0076	2.0383|0.0047	2.0246|0.0059	2.0246|0.0059	1.9752|0.0054	2.0176|0.0059	2.0383|0.0047	2.005|0.0129	2.0741|0.0085	2.0482|0.0149
SCI075	1.9941|0.0106	1.9996|0.0102	1.9183|0.0059	1.9183|0.0059	2.0623|0.0186	2.0611|0.0068	0.9216|0.0073	1.9941|0.0081	2.9872|0.0074	2.0371|0.0133	2.0903|0.0168	3.0784|0.0074	3.0784|0.0074	2.0942|0.0078	2.0942|0.0078	2.9939|0.0086	2.9939|0.0086	1.9888|0.0045	1.9888|0.0045	1.9894|0.0126	2.0208|0.011	3.0038|0.012	1.9921|0.0109	1.9939|0.0045	1.9939|0.0045	3|0.0049	3|0.0049	3.0467|0.0052	3.0467|0.0052	3.0013|0.0102	3.0368|0.0085	3.0622|0.0054	3.0622|0.0054	3.0055|0.0055	3.0055|0.0055	1.9947|0.0057	1.9947|0.0057	3.026|0.0109	3.0441|0.0077	3|0.0049	1.9183|0.0059	1.9888|0.0045	2.0823|0.0136	1.9888|0.0045	2.0006|0.0073	1.9888|0.0045	1.9947|0.0057	1.9947|0.0057	3.0467|0.0052	1.9939|0.0045	1.9888|0.0045	3|0.0049	2.0349|0.0117	1.9921|0.0109
SCI076	1.9936|0.0052	1.9807|0.005	1.9805|0.0036	1.9805|0.0036	2.0049|0.0036	2.0049|0.0036	1.9933|0.0045	1.9791|0.0061	1.9452|0.0068	1.9608|0.0046	1.9608|0.0046	1.9757|0.007	1.9773|0.0062	2.0533|0.0297	2.0032|0.0101	2.0046|0.0087	1.9878|0.0094	1.9864|0.0037	2.0158|0.0041	1.9689|0.0113	1.9716|0.0068	1.9897|0.0071	1.9628|0.0101	1.9943|0.0027	1.9943|0.0027	1.9967|0.003	1.9959|0.0038	1.9881|0.0077	1.9966|0.0038	1.9811|0.0074	1.9949|0.0052	2.0016|0.0032	2.0016|0.0032	1.9902|0.0034	1.9902|0.0034	1.9926|0.0035	1.9926|0.0035	1.9731|0.0038	1.9731|0.0038	1.9967|0.003	1.9805|0.0036	1.9864|0.0037	1.9608|0.0046	1.9864|0.0037	1.975|0.0045	2.0155|0.0041	1.9926|0.0035	1.9926|0.0035	1.961|0.0196	1.9943|0.0027	1.9864|0.0037	1.9967|0.003	1.9608|0.0046	1.9627|0.0077
